toi,tid,tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,st_tmag,st_dist,st_teff,st_logg,st_rad
770.01,248111245,KP,4.6370479,4.8238322,7765.9973286,12.3335,816.988,6438.0,4.10962,1.68054
771.01,277634430,CP,2.3260077,0.9960868,3279.7891318,12.0874,25.2788,3231.0,4.438,0.241857
773.01,286865921,KP,4.971298,3.283,12130.0,11.5037,271.103,5510.0,4.44137,1.09
774.01,294301883,KP,4.4656343,3.512518,17333.7557231,11.3473,297.462,6070.0,4.4201,1.09036
775.01,304042899,FP,12.4458741,11.5424587,7049.3777392,9.5369,220.953,6746.0,4.41572,1.5288
776.01,306996324,CP,15.6653322,2.9937799,1317.653048,9.73597,27.1701,3806.0,4.73575,0.533024
776.02,306996324,CP,8.2466133,2.4120909,1071.2067848,9.73597,27.1701,3806.0,4.73575,0.533024
778.01,335630746,CP,4.6336155,3.557,7660.0,8.69009,161.743,6780.0,4.08247,1.68
780.01,398943781,KP,3.0524018,2.483,22270.0,10.7875,163.371,5545.0,4.52787,0.88
781.01,413376180,KP,1.3541342,2.0812883,20039.5506701,12.7492,341.925,5227.0,4.47443,0.931471
782.01,429358906,CP,8.0239811,1.7082731,4010.0577601,12.2875,52.5122,3331.0,4.94964,0.406516
784.01,460984940,CP,2.7970316,2.185,481.0,8.7537,64.5997,5849.0,4.5297,0.9
792.01,294780517,FP,15.6477055,1.336067,1515.1689468,11.7345,215.208,5107.98,4.5443,0.835807
796.01,277099925,FA,0.8086308,3.0190282,889.7191222,10.721,9590.75,5780.0,4.438,1.0
803.01,143526444,FP,15.3050693,3.872,770.0,9.3309,403.772,5370.0,3.32339,4.16
813.01,55525572,CP,83.8962434,13.0330846,1217.6723245,9.8467,263.145,5823.7,3.77,2.04354
814.01,255760319,FP,7.21048,2.671,250.094,8.9944,196.472,5920.4,3.91,2.14
815.01,102840239,CP,11.1972769,3.061,1301.0,9.36,59.7117,4953.9,4.59,0.76
815.02,102840239,CP,734.4987702,2.529,1004.0,9.36,59.7117,4953.9,4.59,0.76
816.01,175180796,FP,1.55747,2.714,3127.94,11.143,74.5217,4146.6,4.6,0.62
818.01,46096489,KP,3.118536,2.043274,12242.731322,10.6481,194.134,5700.0,4.49158,0.95
819.01,73717937,KP,16.2546802,4.74,4950.0,11.7528,400.331,5846.0,4.41665,1.32
821.01,125405602,FA,13.823303,1.365217,2556.532346,11.1825,39.5907,3669.0,4.78896,0.477
824.01,193641523,CP,1.3929721,1.0799517,1576.0776119,10.0732,63.9262,4452.0,4.49909,0.729635
825.01,220029715,KP,3.1853186,2.2396998,4917.3378908,12.4284,240.707,4944.0,4.50243,0.781959
826.01,243200602,KP,11.5509742,3.571,10842.0,10.491,172.256,5625.0,4.49092,1.06
828.01,271168962,KP,5.3220505,3.8815964,6562.7794806,9.47199,200.075,6030.0,4.09435,1.95757
832.01,350332997,FP,1.9160221,1.405,2430.0,11.7611,586.704,5623.0,4.37483,2.09
833.01,362249359,CP,1.041889,1.2737667,465.3854112,10.1461,41.7148,3965.0,4.68337,0.603336
836.01,440887364,CP,8.5954792,2.47,1140.0,8.6486,27.5024,4476.0,4.58156,0.69
836.02,440887364,CP,3.8167262,1.602,580.0,8.6486,27.5024,4476.0,4.58156,0.69
837.01,460205581,CP,8.3249172,1.406,4535.0,9.9322,142.488,6513.0,4.53694,1.01
838.01,461271719,FP,7.6246239,2.0328127,1256.0632059,8.7823,305.237,7313.0,4.14443,2.6298299
839.01,466840711,KP,2.4855806,3.0016362,19630.5671979,14.1491,1627.63,6933.0,4.25089,1.59944
840.01,287563610,KP,3.7993182,2.302,7590.0,13.0546,488.176,5318.0,4.43686,0.97
843.01,437333618,KP,4.2986466,3.1434483,15275.7584547,12.472,471.158,5715.0,4.34342,1.11852
846.01,229141709,FP,14.20489,4.924,8761.57,11.766,446.815,6316.3,4.3,1.21
848.01,42015200,FP,9.77742,6.713,6740.0,11.6818,527.114,4513.0,,2.87
849.01,33595516,CP,0.76566,1.452,1410.0,11.5485,225.734,5311.0,4.47,0.92
857.01,404467699,KP,3.9080236,3.292,8100.0,10.2676,286.484,6143.0,4.08,1.63
858.01,198008005,CP,3.2797206,3.5795839,11148.420202,10.6444,250.489,5857.0,4.24,1.29747
861.01,372913430,FP,6.7391601,2.537,3040.0,8.3502,422.358,10341.0,3.8,3.39
869.01,200807066,FA,26.2588239,4.4279477,251.0105068,8.9043,110.247,5908.0,4.28153,1.24841
871.01,219344917,CP,14.362738,3.2043798,541.9770506,9.7607,68.0473,4939.0,4.58489,0.732189
878.01,219380235,FA,3.9773904,2.82,1134.0,10.8239,334.457,5518.3,3.93,1.77
879.01,37084932,FP,6.58454,3.395,5500.94,9.5254,602.726,8829.0,3.91,
882.01,92013169,FP,2.3552639,1.033,912.0,9.73965,387.97,7069.0,3.88,2.37
884.01,167031605,FP,2.7809,1.803,2990.0,9.9534,1390.46,11246.0,,5.45
886.01,120269103,FP,20.4276727,5.1878327,2988.5020776,8.26522,364.928,8844.0,3.76,3.25795
888.01,438295981,FP,3.96643,2.025,828.371,9.52621,263.022,6565.2,4.09,1.9
891.01,33690636,FP,4.99915,5.256,684.271,11.0427,123.997,4696.0,,0.79
892.01,66561343,CP,10.6265837,5.415,7530.0,10.9739,340.543,7723.0,4.43,1.35
894.01,42755801,FP,4.3433389,4.514,1100.0,9.1672,661.74,9900.0,3.68,3.83
895.01,250484865,FP,0.76189,1.904,190.0,8.7973,96.3043,5998.0,4.39,1.11
896.01,102283403,FA,3.52985,1.907,560.0,9.08959,156.139,6627.0,4.31,1.37
897.01,229384040,FP,1.2980202,3.007,250.0,9.11269,165.943,6128.0,4.08,1.62
904.01,261257684,CP,10.8772748,2.6829533,1827.2189379,10.846,46.0891,3992.0,4.61929,0.532439
904.02,261257684,CP,83.9993991,4.9317658,1856.5912767,10.846,46.0891,3992.0,4.61929,0.532439
905.01,261867566,CP,3.7395716,2.0436597,15256.9023477,10.5721,158.649,5565.0,4.46277,1.00018
907.01,305424003,CP,4.5849129,5.2493974,2101.0682794,9.9444,312.529,6272.0,3.8399,2.0597899
908.01,350153977,CP,3.1837789,2.3252968,850.2084133,10.6513,175.748,5500.0,4.99,1.0523601
909.01,364107753,FP,3.9043855,3.525,255.0,7.0514,51.8209,6059.06,4.29,1.31
910.01,369327947,CP,2.0291067,0.7339561,954.52078,10.1508,12.4814,3194.0,4.96718,0.287497
912.01,406941612,CP,4.678059,1.8117452,2029.239148,10.4904,26.1072,3566.0,4.83519,0.426465
913.01,407126408,CP,11.099348,3.2464373,1159.3892018,9.6181,65.1769,4948.0,4.60394,0.732535
914.01,153027658,FP,2.3374921,2.279,760.0,10.2413,233.2062,5963.4,3.65,1.54
915.01,259389219,FP,2.3250156,1.775,1130.0,11.2486,506.371,5753.0,3.83,2.05
916.01,348844154,FP,29.17362,8.075,5558.85,11.2532,427.276,5493.2,3.92,1.89
920.01,271722899,FP,19.2998,3.17,1864.78,11.191,3540.18,3818.0,,
922.01,278199349,FP,9.46516,3.951,10952.3,11.499,1220.48,4120.0,,
923.01,301051430,FP,3.2744665,1.5496651,918.0803144,11.0264,302.944,6049.0,4.3,1.2460999
925.01,300599466,FP,13.17741,2.75,1750.0,11.3377,1811.81,5027.7,,10.05
927.01,261258875,FP,2.5852,1.963,290.0,9.2691,314.616,6639.0,3.73,2.66
928.01,300557619,FP,30.57908,6.297,12972.8,11.4124,310.211,5848.0,4.35,1.13
935.01,260476837,FP,2.23294,2.032,16930.0,12.7918,282.203,4814.0,4.51946,0.804149
937.01,425163745,FP,0.27664,0.72,15669.3,10.855,321.78,5341.6,4.09,1.78
942.01,146520535,CP,4.32765,3.181,1480.0,11.0462,152.601,4945.0,4.43,0.91
944.01,434234955,FP,6.0588453,4.084,2740.0,11.3818,938.401,7011.0,3.51,3.6
946.01,219205407,FP,6.1253092,1.992,39400.0,10.8732,164.458,5008.3,,1.05
949.01,189013222,FP,1.3228701,1.589,720.0,10.2892,112.611,5136.1,,0.84
950.01,245947683,FA,1.14288,1.699,2270.0,10.2098,211.593,6706.0,4.23,1.51
951.01,449050247,FP,2.96845,3.707,17064.8,10.0938,206.344,5761.5,4.35,1.4
953.01,449050248,FP,2.96844,3.663,13028.0,9.87405,204.316,5772.0,4.1,1.54
954.01,44792534,CP,3.68497,4.536,2070.0,9.77919,238.768,5756.0,3.88,1.93
955.01,146467675,FP,1.6375303,1.606,770.0,9.70467,211.351,5888.8,3.99,1.72
957.01,249067445,FP,0.8317937,1.875,200.0,8.95699,280.188,8897.0,4.27,1.82
959.01,279999655,FP,1.54104,1.686,30644.8,10.649,639.564,8264.0,4.09,
960.01,5109298,FP,1.6187107,4.739749,1352.1697973,10.6698,789.891,9385.0,4.12,2.22468
961.01,265077027,FP,4.79586,2.132,26891.1,10.6596,246.177,5782.5,4.37,1.3
962.01,141776043,FP,4.06269,4.299,4210.0,11.2295,447.244,,,
964.01,179155220,FP,0.60274,1.834,16763.6,10.6659,127.566,5146.2,4.61,0.83
965.01,179159972,FP,1.37101,2.379,1561.43,10.6124,224.488,5947.5,4.22,1.15
966.01,178367144,KP,3.4091568,3.2067861,16294.3969402,10.5572,253.985,6316.0,4.37,1.21069
967.01,445586472,FP,1.7393631,3.6069028,428.8811939,10.5704,522.06,7051.0,3.87,2.40368
968.01,453209605,FP,2.80944,3.151,1606.43,10.5766,,4968.3,,
969.01,280437559,CP,1.8237371,1.347,1890.0,10.5424,77.2554,4249.1,4.43,0.82
971.01,177722855,FP,2.3960724,4.53,680.0,10.5224,229.595,5743.0,4.18,1.37
973.01,409459226,FP,1.27997,2.425,790.0,10.5816,4153.03,3435.0,,102.03
974.01,333821572,FP,2.8259491,2.409,2206.0,10.4337,522.177,8192.0,4.21,1.84
975.01,133654092,FP,1.97353,2.169,867.428,10.4527,4947.72,2828.0,,
976.01,347098457,FP,3.1510408,2.9657375,2025.1072724,10.4856,4189.87,4240.0,,49.1612
977.01,268371979,FP,2.78102,1.657,748.64,10.5153,6862.39,4538.0,,0.74
981.01,127476180,FP,1.6038093,2.253,1190.6782952,10.2957,297.758,6711.0,4.25,1.48129
985.01,425220920,FP,8.76905,3.504,14361.0,10.2462,260.641,5906.8,4.22,1.59
988.01,113553629,FP,4.30438,3.037,672.002,10.1989,785.176,6056.9,4.17,4.82
992.01,108835813,FP,4.76516,2.892,647.689,10.0813,822.322,9412.5,,
994.01,93963408,FP,2.396722,3.9453168,384.8985474,10.0267,543.152,10393.0,4.32,1.87739
995.01,317951248,FP,3.4438,2.572,7260.75,10.0781,1080.88,4805.2,,
996.01,142918609,FP,14.5378,6.826,4040.0,9.7925,379.693,8007.0,,2.05
997.01,341729521,FP,8.4134856,3.5568334,17479.6053306,9.7727,113.667,5786.0,4.52,0.926261
998.01,54390047,FP,0.941436,1.3606996,339.9126618,9.6952,482.278,8322.0,4.01,2.34986
