toi,tid,tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,st_tmag,st_dist,st_teff,st_logg,st_rad
1000.01,50365310,FP,2.1713484,2.0172196,656.8860989,9.604,485.735,10249.0,4.19,2.16986
1002.01,124709665,FP,1.8675574,1.408,1500.0,9.299501,943.109,8924.0,,5.73
1003.01,106997505,FP,2.74323,3.167,383.41,9.3003,7728.17,5388.5,4.15,
1004.01,238597883,FP,3.5730141,3.37,755.0,9.1355,356.437,9219.0,4.14,2.15
1005.01,169904935,FP,4.5505945,2.654,3731.0,9.1309,100.711,5613.0,,1.09
1006.01,156115721,FP,2.5047918,4.3797563,2270.5402194,9.2386,,6616.0,,1.53429
1008.01,440801822,FP,2.0483755,2.767,483.0,8.9362,144.297,6858.5,4.2,1.57
101.01,231663901,KP,1.4303699,1.6165994,18960.7122944,12.4069,375.31,5600.0,4.48851,0.890774
1014.01,96246348,FP,1.4095184,0.9484999,2841.5103258,7.678,224.672,9307.0,,
1016.01,175310067,FP,12.6889415,7.9201001,3232.8527885,10.6257,368.646,7601.0,4.31,1.53641
1017.01,182943944,FP,1.10422,2.37,14177.7,10.6019,406.997,6995.2,4.07,1.61
1018.01,291555748,FP,4.95912,2.509,7440.0,10.6254,360.541,5889.0,3.86,2.0
1022.01,47384844,FA,3.09574,4.475,380.0,8.72924,120.666,6084.0,4.13,1.41
1023.01,238374636,FP,1.3214483,3.435,2180.0,9.697,316.398,5050.8,3.56,2.99
1026.01,388624270,FP,14.2628757,6.9350494,913.2067174,9.9138,105.677,5690.0,4.58,0.853898
1028.01,447283466,FP,1.01606,2.843,240.0,7.9059,23.7748,4634.0,4.64,0.68
1029.01,374908020,FP,36.22214,5.107,7170.0,6.841,,,,
1030.01,464296022,FP,12.1246519,4.612,7279.0,9.5706,78.41273,4807.6,4.17,1.07
1031.01,304021498,FP,5.652623,3.434,1250.0,9.7318,270.771,6415.4,3.98,1.92
1033.01,149601557,FP,29.0160175,5.345,1389.0,10.0163,219.94,6113.1,,2.01
1034.01,400595342,FP,3.6404389,2.5339234,476.3077321,9.8174,363.44,9810.0,4.43,1.60776
1037.01,363260203,FP,1.2025238,1.991,390.0,9.0211,279.698,9158.0,4.32,1.74
1038.01,90544017,FP,3.2235985,2.159,680.0,8.7157,280.765,8904.0,4.09,2.17
1040.01,310483807,FP,2.55555,1.566,340.0,8.3854,732.432,10037.0,,6.04
1041.01,385624852,FP,8.30792,3.228,8350.0,8.0981,305.034,9081.0,3.83,3.05
1045.01,54044474,FP,3.7039994,4.277,7590.0,9.6306,300.696,7013.8,4.21,1.9
1046.01,309787037,FP,1.3042553,1.706,914.0,10.0119,301.298,6762.0,4.11,1.75
1047.01,370745311,FP,0.62627,0.666,1880.0,10.2355,134.926,5622.0,4.5,0.93
1048.01,384549882,FP,0.30412,0.748,1330.0,8.802,440.426,11892.0,4.14,2.52
105.01,144065872,KP,2.1846669,2.86528,11708.0228549,9.4995,137.544,5630.0,4.37759,1.23824
1050.01,66818296,KP,3.7354838,4.142,17030.0,11.0261,405.908,6650.0,4.1639,1.57
1052.01,317060587,CP,9.139804,3.0912936,358.4157801,9.0197,129.804,5958.2,4.34,1.58
1053.01,112395568,FP,5.742625,2.860293,1105.760867,8.8849,263.729,5664.0,3.26574,3.86959
1054.01,366989877,CP,15.5077855,4.565,513.0,8.4362,88.4343,6122.0,4.30881,1.17
1055.01,320004517,CP,17.4713078,4.4284819,1199.7541483,8.0888,57.2651,5783.54,4.49925,0.974669
106.01,38846515,KP,2.8493825,3.567,8049.0,10.3157,364.411,6900.0,4.438,1.77
1061.01,253990973,FP,0.540933,1.674337,257.347459,9.7345,133.171,5525.0,4.25342,1.21935
1062.01,299799658,CP,4.1150576,1.08,487.0,9.478,82.1733,5394.0,4.50942,0.89
1064.01,79748331,CP,6.4438657,1.9309449,1121.9512275,10.0059,68.0726,4803.0,4.52079,0.737189
1064.02,79748331,CP,12.2265595,2.1904379,1206.3693293,10.0059,68.0726,4803.0,4.52079,0.737189
1065.01,7088246,KP,2.160344,1.828854,19357.992992,13.2851,639.004,5780.0,4.32928,1.2
1066.01,201604954,KP,4.606184,3.121643,13793.034867,11.9707,353.891,5670.0,4.3925,1.07
1067.01,201642601,KP,3.1316735,2.4579197,14915.6943722,13.1686,263.609,4351.0,4.438,0.76701
1070.01,31858844,FP,2.9776152,3.25697,43218.111683,15.7114,,5740.0,4.29219,1.28
1071.01,120247528,KP,3.5544026,2.0550535,10164.8753396,11.5803,290.198,5639.0,4.37172,1.11499
1072.01,140830390,FP,12.8379689,9.8464123,10539.0192794,11.7106,703.878,5765.0,4.34773,2.4494
1073.01,158297421,CP,3.9228016,1.8736007,31510.9004906,13.6699,300.67,4444.0,4.438,0.6983
1075.01,351601843,CP,0.6047392,1.0403847,1027.6833479,11.1186,61.4592,4046.0,4.60963,0.580337
1076.01,360742636,KP,2.5495611,2.6173308,14921.4021936,11.2474,248.46,5659.0,4.44653,1.03997
1078.01,370133522,CP,0.5182425,0.8565249,831.8920424,10.1165,20.373,3325.0,4.88693,0.390989
108.01,289793076,KP,3.0440541,2.5984575,22236.0165376,13.163,421.855,5523.0,4.52192,0.809868
1084.01,380589029,KP,1.3484961,2.4074261,18463.7636682,12.2851,494.182,6346.0,4.38484,1.14759
1087.01,426077080,FP,9.30992,3.464,2220.0,9.4142,416.25,6907.0,3.63,3.09
1089.01,129319156,FP,4.73703,3.902,2410.0,10.3918,778.127,11600.0,4.13,2.48
109.01,29344935,KP,2.76676,2.6872178,14947.4387827,13.2366,513.011,5346.0,4.48823,0.984866
1090.01,361034196,FP,2.19296,4.586,4933.74,10.0196,566.502,7009.8,3.6,2.95
1092.01,387079085,FP,1.1923,3.119,3730.0,9.0039,209.919,6534.0,3.95,2.04
1096.01,375225453,FP,0.9209526,1.8602735,360.8801529,10.11,490.288,6553.0,3.65,2.8908899
1097.01,360630575,CP,9.188506,2.492,460.0,8.7215,79.5561,5876.0,4.48,0.98
1097.02,360630575,CP,13.9028391,2.1264429,647.2701039,8.7215,79.5561,5876.0,4.48,0.983215
1099.01,290348383,CP,6.441006,1.812,914.0,7.3661,23.606,4867.0,4.438,0.8
110.01,281459670,KP,3.1743504,2.751086,15457.3247576,11.6714,342.14,5943.0,4.42524,1.15706
1100.01,318608749,FP,20.0731588,3.8449215,1152.9645461,10.5135,205.43,6033.0,4.37,1.14849
1101.01,271581073,FP,2.66903,1.548,3110.0,10.5891,262.794,5803.5,4.07,1.56
1102.01,311890977,FP,6.63371,2.122,1555.34,10.5652,58.0624,4138.1,4.54,0.63
1104.01,451599528,FP,341.2811281,6.303026,972.5797241,7.5622,70.0154,6058.6,4.2,1.39203
1107.01,394561119,CP,4.0782392,4.8475616,6046.6959687,10.0068,281.314,6501.0,4.08,1.74836
1108.01,295599256,FP,7.14386,1.467,11146.4,9.941,417.08,7860.0,4.15,1.91
1110.01,446549905,FP,2.4545635,2.321,4248.0,9.6789,243.838,6610.0,4.15,1.64
1111.01,412014494,FP,11.4756978,0.808,8341.0,9.3871,312.461,7262.0,4.0,2.13
1112.01,369864738,FP,2.78186,2.456,490.0,9.5162,292.085,6819.0,3.92,2.21
1113.01,290348382,FP,6.4410082,1.798,7076.0,9.66865,23.8853,3469.0,4.71,0.53
112.01,388104525,KP,2.4997996,2.865171,14621.2059647,11.6035,302.448,5650.0,4.28867,1.13732
1120.01,143257766,FP,1.66226,3.321,6030.0,10.4063,386.323,7301.0,4.23,1.64
1126.01,405862830,FP,1.6268695,3.231,1502.0,10.3579,97.8115,5034.0,4.64,0.73
1128.01,425721385,FP,13.5499,1.795,1180.0,9.7298,222.529,6209.0,4.09,1.63
1129.01,91576611,FP,4.43651,3.365,1520.0,8.7823,247.414,7101.9,3.91,2.32
113.01,97409519,KP,3.372877,2.63426,17163.60419,12.1893,448.637,6050.0,4.45061,1.02
1130.01,254113311,CP,8.34998,1.836,16680.0,10.1429,58.2609,4236.0,4.52,0.74
1130.02,254113311,CP,4.0686405,1.8373729,2650.0950013,10.1429,58.2609,4236.0,4.52,0.741921
1132.01,267489265,FP,1.5502952,2.938,411.0,9.2293,286.668,7851.0,4.17,1.86
1133.01,69997672,FP,1.80709,3.297,450.0,9.11458,233.369,6244.0,3.84,2.2
1136.01,142276270,CP,12.5187279,5.38,2320.0,8.9361,84.5362,5729.0,4.47,0.98
1136.02,142276270,CP,6.2586065,3.201,813.0,8.9361,84.5362,5729.0,4.47,0.98
1136.03,142276270,CP,26.3208756,4.414,800.0,8.9361,84.5362,5729.0,4.47,0.98
1136.04,142276270,CP,18.795547,4.3425576,470.6731965,8.9361,84.5362,5729.0,4.47,0.977727
1138.01,110428269,FP,0.64971,2.076,620.0,8.90601,395.12,9994.0,4.02,2.59
114.01,25155310,KP,3.2887898,3.4367717,7005.7247902,10.6103,216.526,5800.0,4.28004,1.24175
1140.01,320525204,FP,13.7431084,2.285,5688.0,8.88797,121.182,5941.5,,1.34
1142.01,284450803,FP,3.3686634,3.012,3288.0,8.64028,299.294,7518.0,3.82,2.68
1144.01,28230919,KP,4.8878037,2.184,4279.0,8.5077,37.7647,4757.3,4.56,0.76
1145.01,350995812,FP,2.97164,1.534,7350.0,8.5011,438.395,8562.5,,
1147.01,288391628,FP,10.9278415,2.468,2743.0,8.36544,218.258,6259.0,3.59,2.92
1148.01,349827430,KP,5.5514888,4.335,9493.0,7.9179,96.5173,6403.9,4.16,1.55
115.01,281541555,KP,4.7423709,2.4988145,12650.8110411,13.0417,453.808,5377.0,4.42476,0.877585
1150.01,16740101,KP,1.4810903,4.1588291,6788.5145388,7.58204,204.455,9435.0,4.11,2.28773
1151.01,69679391,KP,3.4741012,3.317,15748.0,7.55216,136.426,8894.8,4.38,1.62
1152.01,237184773,FA,6.5011911,5.5463587,4501.3454064,8.0348,105.334,5485.0,,
1155.01,161450762,FP,1.32003,3.175,552.468,9.711,,,,
1156.01,117256577,FP,1.6865822,2.429,1770.0,9.7032,6079.49,,,
1157.01,147576037,FP,13.0727479,3.044,4080.0,9.6043,432.113,5709.8,3.37,3.59
1158.01,379931600,FP,2.9258727,4.075,6720.0,9.5967,,4884.5,,1.3
1159.01,48188920,FP,0.73774,0.636,524.852,9.5937,292.83,6449.5,3.94,2.1
116.01,238176110,KP,2.7985802,2.3801043,16708.7151957,11.0443,149.942,4920.0,4.49371,0.906655
1160.01,89510024,FP,2.3664127,2.591,300.0,9.577,2320.13,,,
1161.01,158324245,KP,1.7635881,3.092,6650.0,10.2306,519.096,7986.1,,
1165.01,458478250,KP,2.2552845,2.05,20820.0,9.76703,126.261,5787.0,4.5,0.96
1166.01,138361973,FP,1.8824539,2.46,1391.0,9.7604,153.743,5900.4,4.39,1.13
1167.01,232967666,FP,15.196,1.792,1970.0,10.3874,209.618,5807.0,,1.14
1168.01,41330864,FP,2.1358631,1.559,10325.0,10.381,274.162,5969.0,4.17,1.5
117.01,322307342,KP,3.5862962,3.3710943,5729.3246858,11.7806,603.955,5704.8,3.84,2.00441
1170.01,294176967,FP,1.8296155,2.166,1406.0,10.349,880.107,7875.0,3.61,3.5
1173.01,232967440,CP,7.0643978,2.424,8268.0,10.2938,132.353,5429.6,4.44,0.96
1174.01,154089169,CP,8.9534775,2.696,1136.0,10.2549,94.6375,5029.5,4.61,0.76
1175.01,30329585,FP,7.5022708,2.605,1760.0,10.2026,216.517,6229.0,4.31,1.27
1177.01,169177766,FP,1.692892,2.886,1418.0,10.1617,602.899,9121.5,4.21,2.1
1180.01,158002130,CP,9.6867516,2.512,1669.0,10.112,72.0238,4738.1,4.59,0.73
1182.01,341544930,FP,7.6416041,2.654,6025.0,10.0049,,6496.7,,2.05
1183.01,258777137,FP,5.9294088,2.933,10226.0,9.9478,112.868,5095.6,,1.06
1184.01,233087860,CP,5.7484439,1.76,1041.0,9.9469,58.5946,4534.0,4.61,0.69
1185.01,83210867,FP,1.1967018,1.879,824.0,9.94025,246.798,5997.0,4.0,1.73
1186.01,289539327,FP,11.2464616,7.391,7576.0,9.92402,294.85,6115.7,3.89,2.01
1188.01,15247229,FP,8.5112,3.486,4172.76,9.886581,347.452,8156.0,4.35,
1191.01,237185205,FP,15.7335693,3.288,2540.0,9.7831,355.809,6800.0,3.91,2.21
1193.01,89643259,FP,2.2219839,1.996,4394.0,10.4813,501.963,7166.8,,1.87
1194.01,147950620,CP,2.3106428,1.294,6911.0,10.4782,149.667,5339.9,4.41,0.99
1195.01,24364065,FP,4.05135,2.4,1132.23,10.4717,500.014,4974.4,,3.85
1198.01,203189770,KP,3.612771,4.142,11794.0,10.4219,470.878,8324.0,4.28,1.71
1199.01,99869022,CP,3.6714717,2.149,4340.0,10.4221,248.427,5618.0,4.06,1.54
1200.01,288185138,FP,0.8352406,1.043,2065.0,10.402,224.444,6105.0,4.31,1.24
1201.01,29960110,CP,2.4919771,1.4338141,2093.9594201,10.9473,37.8871,3948.0,4.68962,0.482388
1202.01,327017634,FP,,2.726775,878.134108,8.386,818.829,3773.0,4.438,0.577983
1203.01,23434737,CP,25.5195307,6.6877451,558.3758637,7.9995,64.9943,5742.22,4.29,1.17321
1213.01,399144800,FP,27.2149622,3.7190483,4731.4046225,10.6392,161.33,6270.0,4.54537,0.989667
122.01,231702397,CP,5.0780325,1.2100353,5923.1283069,13.084,62.118,3318.0,4.9581,0.334125
1221.01,349095149,CP,91.6827832,9.7504857,713.2183569,10.0564,138.411,5802.0,4.44521,1.01814
1224.01,299798795,CP,4.1782656,1.675904,2537.6781602,11.556,37.3312,3442.0,4.893,0.404403
1224.02,299798795,CP,17.9453645,3.0740072,5480.684864,11.556,37.3312,3442.0,4.893,0.404403
1227.01,360156606,CP,27.3613778,4.0586418,20690.6684294,13.802,100.641,3050.0,4.438,0.44128
1228.01,300038935,CP,29.0497517,7.117,318.0,9.0963,272.217,8208.0,4.25979,1.8
123.01,290131778,CP,3.3088922,6.114,4736.0,7.87598,161.498,6188.0,4.27166,2.62
1230.01,287156968,CP,25.0571312,7.5424225,533.486013,9.6245,143.138,5696.0,4.26563,1.15281
1231.01,447061717,CP,24.2454967,3.3725583,6260.6703602,10.2565,27.6227,3535.0,4.84874,0.465271
1233.01,260647166,CP,14.1758947,3.7543827,907.1324529,8.6522,64.5978,5723.87,4.438,0.864173
1233.02,260647166,CP,19.5901578,4.002861,1182.6678641,8.6522,64.5978,5723.87,4.438,0.864173
1233.03,260647166,CP,6.2036219,3.01098,548.9044399,8.6522,64.5978,5723.87,4.438,0.864173
1233.04,260647166,CP,3.79589,2.4602856,317.5272928,8.6522,64.5978,5723.87,4.438,0.864173
1234.01,90504905,FP,2.2645386,3.8193701,15019.9420903,13.7991,104.912,3443.0,4.81617,0.411471
1235.01,103633434,CP,3.4447015,1.912,796.0,9.91924,39.6345,3912.0,4.62642,0.63
1236.01,120757718,KP,3.0300715,2.5466671,21794.6136956,11.0248,159.658,5242.82,4.52404,0.857369
1238.01,153951307,CP,3.2947689,1.7483103,1324.0402774,11.2582,70.7145,3853.0,4.63168,0.62326
1238.02,153951307,CP,0.7645807,1.07057,394.9832006,11.2582,70.7145,3853.0,4.63168,0.62326
1239.01,154716798,CP,12.6396982,3.3830702,3292.6812864,10.7192,126.903,5217.0,4.59186,0.789425
1240.01,158170594,KP,1.7208555,1.8346409,10014.2587401,13.8046,1086.24,5832.83,4.20893,1.33402
1244.01,219850915,CP,6.4002807,2.1559875,1026.6018729,11.0157,102.551,4599.0,4.58487,0.720551
1246.01,230127302,CP,18.6548829,5.4431451,1495.4449473,11.1802,169.422,5141.0,4.49143,0.876154
1246.02,230127302,CP,4.3074513,2.3379196,1094.8419495,11.1802,169.422,5141.0,4.49143,0.876154
1246.03,230127302,CP,5.9041278,2.7678313,773.9266468,11.1802,169.422,5141.0,4.49143,0.876154
1246.04,230127302,CP,37.9251983,3.5345219,1370.7888539,11.1802,169.422,5141.0,4.49143,0.876154
1247.01,232540264,CP,15.9234883,4.021,493.0,8.4724,73.8713,5711.85,4.38315,1.08
1248.01,232612416,CP,4.3601536,2.3408909,5592.2909183,11.1153,168.735,5227.0,4.50479,0.874131
1249.01,232976128,CP,13.0791581,2.97,1143.0,10.2108,139.49,5453.0,4.41707,1.0
125.01,52368076,CP,4.6517186,2.709,978.0,10.1985,111.059,5154.0,4.47072,0.85
125.02,52368076,CP,9.1549418,2.457,1101.0,10.1985,111.059,5154.0,4.47072,0.85
125.03,52368076,CP,19.9815709,2.724,909.0,10.1985,111.059,5154.0,4.47072,0.85
1250.01,233059608,FA,1.4415044,0.9274524,547.3172736,6.895,66.3631,6603.0,4.438,1.58365
1253.01,233684822,FP,4.6756655,1.914,738.0,9.89947,185.23,5779.0,4.88162,1.45
1255.01,237222864,CP,10.288886,1.391,854.0,9.1416,65.9501,5126.0,4.49772,0.87
1256.01,274762761,FP,1.0332441,3.8017836,26111.5081972,13.5608,,2972.0,5.15741,0.156193
1257.01,278348461,KP,5.4526479,3.401,7750.0,9.87463,249.325,6509.0,4.17233,1.57
126.01,70440470,KP,3.0354017,2.8809533,16196.2158157,12.7923,573.027,5751.0,4.35036,1.07224
1260.01,355867695,CP,3.1274634,1.9812695,1331.83693,10.8116,73.5977,4225.0,4.5756,0.693431
1260.02,355867695,CP,7.4931613,1.9339295,1650.6470497,10.8116,73.5977,4225.0,4.5756,0.693431
1260.03,355867695,CP,49.825166,3.8714976,2059.4069037,10.8116,73.5977,4225.0,4.5756,0.693431
1265.01,424865156,KP,2.2047452,3.996,6872.0,10.0274,341.079,6532.23,3.96818,1.99
1266.01,467179528,CP,10.8948421,2.0719394,3168.3853584,11.0402,36.0118,3618.0,4.79432,0.435666
1266.02,467179528,CP,18.8016111,1.9093524,1686.7881033,11.0402,36.0118,3618.0,4.79432,0.435666
1267.01,158561566,KP,6.7900981,6.0786576,2158.1733568,11.636,,6378.0,4.438,2.00068
1268.01,142394656,CP,8.157721,3.788,10273.0,10.1495,109.557,5091.2,4.47,0.9
1269.01,198241702,CP,4.2529641,2.5733867,758.584999,10.9897,172.138,5591.0,4.38111,0.848906
127.01,234523599,CP,3.7955178,2.0198135,52278.9940979,14.1266,140.225,3424.0,4.438,0.445372
1270.01,237200747,FP,14.3034613,3.135,48840.0,11.463,171.138,5056.6,4.53,0.83
1272.01,417948359,CP,3.3159772,1.494,2770.0,11.0244,137.572,4972.7,4.54,0.81
1275.01,13499636,FA,11.3246821,5.9704136,1937.5829721,10.5954,138.591,5518.0,4.59176,0.824734
1276.01,43064903,FA,6.261169,2.0369188,4005.022808,12.5405,24.5209,3145.0,5.04431,0.211257
1277.01,153949511,FA,,4.6,1405.9675071,9.76775,100.772,5544.0,4.5609,0.857648
1278.01,163539739,CP,14.4751062,1.6182484,9618.5798534,11.7819,75.5759,3841.0,4.69364,0.55035
1279.01,224297258,CP,9.6141636,3.4271882,933.6532689,9.99454,107.055,5477.0,4.5707,0.840608
128.01,391949880,CP,4.9404714,1.954,455.0,7.9849,68.4727,6086.0,4.26269,1.13
1282.01,236445129,KP,0.9689927,2.5496309,13532.9710157,11.4373,444.586,6430.0,4.25113,1.41398
1283.01,266593143,KP,10.338505,4.242,18162.0,9.7525,92.3831,5336.96,4.55466,0.84
1289.01,408203470,FP,0.581322,1.3261177,3206.6010016,12.9984,89.21544,3446.0,4.83941,0.38621
129.01,201248411,CP,0.980972,0.5405036,6178.392421,9.9005,61.7856,4486.0,4.49914,0.764401
1290.01,417676622,KP,5.3987355,3.127,352.0,9.50898,144.166,5875.23,4.26474,1.26
1294.01,219015370,CP,3.9152737,2.562,3350.0,10.9458,332.648,5714.0,4.05,1.58
1295.01,219852584,CP,3.1968838,3.7533697,7958.980656,10.7973,388.227,6470.0,4.15,1.59715
1296.01,219854185,CP,3.9443668,4.8652146,6732.488454,10.8041,323.265,5494.0,3.93,1.75475
1297.01,229536616,FP,3.93034,3.667,9724.58,10.9873,283.32,6292.0,,1.37
1298.01,237104103,CP,4.5371361,4.042155,4199.7558754,10.9585,319.036,5731.0,4.1,1.48668
1303.01,185405474,FP,1.56029,2.751,1690.0,9.87278,387.708,6897.0,3.89,2.29
1304.01,186000935,FP,8.8735214,4.059,1949.0,9.76577,156.338,5992.0,4.34,1.18
1305.01,232679662,FP,7.8513774,6.699,21571.0,10.3018,875.061,,,
1306.01,233735068,FP,7.6869063,4.652,4500.0,10.0194,364.477,5147.3,,3.07
1309.01,287190564,FP,1.49861,2.871,2188.61,10.6229,686.879,8590.0,4.12,
1310.01,294179389,FP,2.6796,2.771,7590.0,10.5742,247.975,5938.0,4.23,1.32
1312.01,405904232,FP,11.0765063,4.692,4400.0,10.1098,316.176,6460.0,4.0,1.86
1313.01,11111899,FP,0.6193401,1.514,1853.0,9.6996,303.313,7812.5,,1.79
1314.01,136848581,FP,2.6400663,3.368,1328.0,9.90482,285.36,5155.0,,2.72
1315.01,137284119,FP,2.5778717,3.472,1010.0,9.14819,453.744,8321.0,3.75,3.16
1317.01,165523947,FP,2.99041,3.952,1290.0,10.2918,697.116,8542.0,3.66,3.56
1319.01,167098530,FP,0.890967,1.784,1100.0,9.3213,73.6326,5159.2,4.5,0.87
132.01,89020549,CP,2.1096805,2.1344043,1309.7297126,10.8061,163.678,5673.0,4.55383,0.940806
1321.01,195199644,FP,1.19888,1.558,1169.03,10.0849,1139.32,7315.0,,5.46
1323.01,256886630,FP,2.03905,2.26,430.0,8.26618,301.421,9003.0,3.94,2.68
1324.01,266688542,FP,2.9424142,4.073,1400.0,10.1894,339.736,6854.0,4.1,1.79
1325.01,274942910,FP,1.0793011,2.196,1562.0,9.9809,52.4946,4349.3,4.62,0.67
1326.01,275111900,FP,8.0428575,9.504,18730.0,8.6746,285.587,8286.0,,
1328.01,330332501,FP,4.0157492,2.706,1150.0,10.3599,397.905,6585.0,3.94,2.07
1329.01,345996087,FP,2.01976,3.394,3963.85,10.2835,398.627,7274.6,4.18,1.72
1330.01,357457104,FP,1.748054,2.122,670.0,9.521,,,,
1332.01,387664868,FP,2.65688,2.615,1959.88,10.8823,645.841,,,
1333.01,395171208,CP,4.7201912,4.416,6710.0,9.03527,200.492,6696.0,4.08,1.8
1334.01,42123111,FP,4.03349,2.684,1530.0,9.5526,1276.26,11348.0,,6.37
1335.01,89759617,FP,3.3295394,2.77,2620.0,10.4806,624.639,7965.0,3.98,2.35
1336.01,92783821,FP,3.8615978,1.678,1020.0,10.2115,524.29,7396.0,3.89,2.45
1337.01,160708862,KP,3.3448312,3.322,13626.0,9.8787,427.678,9364.0,4.32,1.76
1338.01,260128333,CP,95.174,11.6316864,2600.061605,11.4881,399.017,5723.2,3.6,1.51811
1339.01,269701147,CP,8.8803281,2.71,1238.0,8.2929,53.6089,5555.7,4.49,0.92
1339.02,269701147,CP,28.580474,4.5139977,1081.396943,8.2929,53.6089,5555.7,4.49,0.920435
1339.03,269701147,CP,38.3511223,5.9120193,1029.0917261,8.2929,53.6089,5555.7,4.49,0.920435
134.01,234994474,CP,1.4015183,1.1583061,593.7540922,9.22978,25.1496,3794.0,4.67812,0.597007
1341.01,233390838,FP,6.4474918,2.643,9270.0,9.53591,236.568,6477.6,4.13,1.69
1342.01,256621916,FP,1.4136455,1.448,2427.0,10.4243,,5869.0,,
1343.01,358631536,FP,3.4040139,4.837,935.0,10.0062,400.034,9622.0,4.39,1.65
1344.01,1400770435,FP,13.7432169,2.73,5046.0,8.88797,121.182,5941.5,4.23,1.4
1346.01,219852882,CP,5.5025577,3.1711008,844.7022676,10.7261,115.45,4965.0,4.56,0.784109
1346.02,219852882,CP,1.7622537,0.8779711,733.5550822,10.7261,115.45,4965.0,4.56,0.784109
135.01,267263253,CP,4.1269046,4.405,10831.0,9.2205,196.852,6888.0,4.23416,1.59
1353.01,279177746,FP,4.4350025,2.252,2085.0,10.1503,464.209,9706.0,4.29,1.87
1354.01,365683032,FP,1.4287976,2.93,1768.0,8.78822,245.776,9224.0,4.37,1.65
1357.01,357972447,FP,0.33759,1.351,529.0,10.2193,254.401,7387.0,4.39,1.37
1358.01,275501623,FP,1.67346,2.54,390.0,8.63701,356.681,10445.0,4.09,2.45
1359.01,416624606,FP,2.5152549,2.386,1870.0,10.2732,335.203,5915.0,3.82,2.11
136.01,410153553,CP,0.4628844,0.5588219,4489.9119215,11.9238,14.8846,3043.0,5.09707,0.188624
1360.01,330468175,FP,0.70902,2.49,570.0,10.0146,533.615,8999.0,4.05,2.36
1363.01,230017325,FP,9.6926509,2.819,1393.0,10.3843,615.12,6012.0,3.39,3.51
1367.01,129539786,FP,2.0881134,2.307,730.0,9.24102,195.858,6255.8,4.11,1.7
1368.01,136971594,FP,1.25562,2.304,290.0,9.1384,158.181,5717.0,3.97,1.72
1369.01,155005217,FP,7.6047417,5.23,1200.0,10.4216,516.299,9139.0,4.29,1.8
137.01,176957796,FA,4.8173797,1.323,1800.0,10.702,88.8838,4651.0,4.56937,0.69
1370.01,155114483,FP,5.2651271,2.463,3450.0,9.25068,275.493,8728.0,4.32,1.7
1372.01,164150539,FP,6.1600888,1.67,1120.0,10.3126,244.043,5772.0,4.07,1.55
1373.01,176899385,KP,3.8529998,3.225,8913.0,9.995771,275.358,6893.4,4.22,1.57
1376.01,190743990,FP,1.7380504,1.496,956.0,10.2566,240.012,6026.0,4.16,1.45
1377.01,240613164,FP,1.99143,4.136,16745.8,10.1441,4984.88,9458.2,,
1378.01,249812036,FP,5.7785318,2.348,4990.0,9.624,547.399,8224.0,3.81,2.92
1380.01,274170255,FP,1.41072,2.623,500.0,9.32845,305.674,5197.0,,3.84
1383.01,313506357,FP,1.532703,2.698,1250.0,9.5621,178.003,6023.1,4.24,1.39
1384.01,328167090,FP,0.7131492,2.428,450.0,10.0009,235.218,5128.9,3.88,1.93
1386.01,343019899,CP,25.8386422,5.209,1806.0,10.0618,146.858,5769.0,4.43,1.03
1387.01,343442463,FP,0.78381,1.443,426.099,8.95861,239.688,7842.0,4.22,1.72
1390.01,365389353,FP,2.6380089,3.55,1683.0,10.3093,523.373,7495.0,3.88,2.5
1392.01,416987878,FP,2.86876,2.422,1030.0,10.399,594.193,8342.0,3.9,2.65
1393.01,430528566,FP,0.5590256,0.688,660.0,10.1993,248.79,,,1.35
1394.01,431156009,FP,2.958148,3.769,980.0,9.44275,195.022,6294.0,4.13,1.58
1397.01,64553698,FP,8.6795072,3.628,10160.0,10.1799,194.993,6057.0,4.43,1.14
1399.01,66783360,FP,1.3812787,2.4,1573.0,10.2107,252.396,6483.0,4.28,1.38
1400.01,258801269,FP,5.48923,3.29,910.0,10.938,370.791,6004.0,4.06,1.62
1401.01,259126549,FP,7.3845072,4.531,25160.0,10.9828,383.166,6149.2,,1.43
1403.01,328750515,FP,2.3359622,6.0165684,3066.2492749,10.7387,482.603,7577.0,4.05,2.0780001
1406.01,231736113,CP,10.5739824,4.04,5460.0,11.4266,414.23,6519.0,4.36,1.27
1408.01,364186197,CP,4.4247042,1.318,2447.0,8.82374,139.484,6594.0,4.23,1.49
1408.02,364186197,KP,2.2222094,2.461,87.0,8.82374,139.484,6594.0,4.23,1.49
141.01,403224672,CP,1.0082361,1.41,228.0,7.384,48.0883,5795.29,4.438,1.13
1410.01,199444169,CP,1.2168732,0.86,1240.0,10.1917,72.7512,4634.6,4.51,0.78
1411.01,116483514,CP,1.4520486,1.339,393.0,9.1043,32.4778,4184.0,4.57376,0.69
1416.01,158025009,CP,1.0697621,1.356,376.0,9.0739,55.0135,4946.0,4.53834,0.8
1418.01,224600500,FA,0.6763235,4.916459,30.1617977,6.76754,161.067,8475.0,3.82228,2.9486499
1420.01,321857016,CP,6.9561134,3.3628003,15989.231101,11.2287,201.918,5387.0,4.46259,0.940037
1422.01,333473672,CP,13.001789,4.4847322,1339.5837664,10.1308,155.141,5914.0,4.46,1.00826
