kepid,kepler_name,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_prad,koi_max_mult_ev,koi_model_snr,koi_num_transits,koi_fwm_stat_sig,koi_eccen,koi_srho,koi_sma,koi_max_sngle_ev,koi_model_chisq
7605093,Kepler-1356 b,0.634003002,0.367,0.9207,316.9,0.016444,1.35,14.549766,21.0,1013,0.001,0,5.99076,0.0136,3.1423433,
3859363,,1.56859048,1.198,11.591,280.6,0.213988,23.41,16.992588,43.3,683,0.0,0,0.01401,0.0266,4.4989796,
8077137,Kepler-128 c,22.8030252,0.291,4.768,62.9,0.007316,1.29,9.996313,20.4,58,0.012,0,1.59187,0.1622,4.0946345,
12023078,,0.623441939,1.027,1.4053,128.1,0.044292,13.89,17.20829,40.6,2140,0.0,0,0.0876,0.0156,3.620935,
6364162,,5.24364571,1.201,16.984,270.4,0.216879,25.01,27.292582,45.6,265,0.0,0,0.00148,0.0598,5.006513,
7463685,Kepler-1884 b,8.98826122,0.92,4.96,160.8,0.014058,1.39,13.621252,14.5,148,0.095,0,0.04995,0.0845,3.4913976,
6716021,,110.7556272,0.917,6.819,8067,0.101746,29.64,93.85304,48.5,11,0.0,0,0.67189,0.5211,35.02684,
11231334,,4.15743922,1.242,9.572,1472,0.283683,96.99,129.1609,52.5,254,0.0,0,0.00492,0.0595,14.048782,
8326342,,14.4079035,1.226,2.524,3058,0.294294,23.4,99.980515,7.7,91,0.005,0,0.54091,0.1077,15.610115,
6878240,Kepler-397 c,135.4978256,0.804,6.769,5038.1,0.072673,6.01,70.36768,73.2,10,0.0,0,1.317,0.4756,27.842842,
6878240,Kepler-397 b,22.2508509,0.771,1.745,618.7,0.025073,2.07,10.535818,11.4,59,0.003,0,10.85824,0.1426,3.910539,
2436378,,8.53161917,1.118,2.9596,65744,0.499969,54.6,90.877716,86.1,89,0.0,0,2.78973,0.0819,15.51246,
6614629,,0.526615152,0.028,1.0582,64,0.007299,1.46,24.76136,40.9,2540,0.0,0,3.96176,0.0133,3.7216759,
6630943,,0.690405794,0.281,1.7407,178.4,0.012128,1.04,24.335619,43.0,1941,0.0,0,1.08594,0.0138,4.1105533,
4831728,Kepler-1330 b,10.10773789,0.151,3.828,294.9,0.015476,1.98,20.872898,25.3,136,,0,1.54105,0.0889,4.324289,
4831728,,7.0956395,0.06,3.465,108.1,0.009348,1.2,8.079639,10.5,182,,0,1.47451,0.0702,2.779918,
3336765,,1.844857057,0.594,1.6557,85.6,0.008855,0.97,18.118322,21.5,723,0.0,0,1.89099,0.0288,4.509214,
4270565,,18.0116764,0.683,6.006,417.2,0.019852,2.02,20.880728,23.3,60,0.0,0,0.30594,0.1354,13.886103,
6528464,Kepler-449 c,33.67280658,0.309,8.2267,170.9,0.011948,1.86,35.388733,61.2,36,0.228,0,0.45683,0.1979,9.500748,
11963206,Kepler-1357 b,3.00912491,0.009,2.228,191.4,0.012546,1.22,14.820099,16.5,447,0.052,0,2.39163,0.041,3.6247013,
4249611,,79.2450351,0.001,5.382,1347.3,0.033253,3.33,12.376152,14.4,15,0.0,0,4.72989,0.3479,5.9018903,
8263545,Kepler-1878 b,4.44589508,0.704,2.3816,441.4,0.020568,1.94,18.886185,20.9,253,,0,1.1311,0.0521,4.1040664,
10068024,,2.023126394,0.391,1.2771,72.2,0.007962,0.92,16.178293,19.2,656,0.0,0,6.60315,0.0321,4.4062033,
9636563,,10.63609504,0.029,3.48,290.6,0.015415,1.36,17.478907,20.9,126,0.0,0,2.22772,0.0914,7.027268,
6937402,Kepler-1380 b,10.3108232,0.129,5.617,204,0.012975,1.27,12.924781,14.0,131,0.138,0,0.49888,0.0917,3.7916555,
5475641,,1.069842837,0.001,5.275,540.3,0.020633,1.77,11.181599,65.2,1258,,0,0.08072,0.0186,5.416059,
2853828,,1.077467951,1.181,2.1125,75.7,0.188607,31.06,23.41395,47.4,1238,,0,0.03491,0.0215,8.155228,
7899070,,126.4451275,0.046,16.7151,3252.5,0.051738,4.49,71.43152,110.9,11,0.0,0,0.26495,0.4725,30.471027,
4035667,,2.8736467,0.985,1.682,215.7,0.018689,6.47,58.64621,21.2,468,0.0,0,0.1029,0.0501,8.371126,
9612825,,2.846517614,0.931,4.228,2154.4,0.053662,1.88,80.99499,58.0,274,,0,0.0467,0.0269,22.141684,
7826659,Kepler-1868 b,211.032819,0.808,7.119,1953.4,0.04577,3.43,58.995075,69.3,7,0.076,0,1.44584,0.6266,29.364193,
7202957,Kepler-1869 c,1.716828304,0.7,2.068,59.5,0.007546,0.74,49.99458,14.2,782,,0,0.65299,0.028,13.045183,
5513893,,0.755103143,0.662,2.885,43.8,0.006402,1.49,18.718718,27.3,1376,0.009,0,0.16678,0.0174,3.6848853,
10514430,,20.71927223,0.744,4.0388,224.6,0.014853,2.51,20.29327,36.0,28,0.09,0,0.87519,0.1475,6.667274,
8095441,Kepler-1332 b,11.87457664,0.432,1.9797,220.7,0.013737,1.32,18.11126,21.4,116,0.151,0,9.95897,0.0986,4.6699805,
5881813,Kepler-1333 b,109.6469948,0.797,6.568,899.7,0.030575,4.85,22.06446,26.7,13,0.02,0,0.91161,0.4382,8.014789,
12456601,Kepler-1334 b,15.64588656,0.033,3.959,572.1,0.021809,2.18,23.488997,26.9,85,0.896,0,2.26608,0.1229,5.527336,
10341917,,0.93375241,0.989,6.352,518,0.035786,3.18,16.557308,55.5,1220,0.0,0,0.02625,0.0182,4.102883,
3241604,,1.70336496,0.508,1.7045,316.7,0.016745,1.67,18.144075,19.8,665,0.0,0,2.01452,0.0279,3.5957272,
9591070,,0.764174368,0.626,2.346,100.2,0.009622,1.18,16.273382,34.5,1759,,0,0.30858,0.0174,3.9681432,
8227661,,1.85373924,0.551,1.816,348.6,0.01786,0.23,16.466364,18.0,516,0.0,0,1.66594,0.0134,3.9291978,
7428736,Kepler-1358 b,7.06321927,0.56,2.411,207.2,0.01355,1.21,14.2268095,12.6,185,0.837,0,2.56925,0.0656,3.9891834,
5817986,,0.584310213,1.209,2.1801,809.4,0.240239,23.09,18.928904,91.9,2291,0.0,0,0.13511,0.0136,4.283807,
11129258,Kepler-1381 b,25.384175,0.245,3.576,594,0.022465,2.44,12.574458,15.8,41,0.841,0,4.58247,0.1728,4.226269,
10586004,Kepler-129 b,15.79196594,0.032,7.2772,203.1,0.012882,2.4,48.02823,77.3,69,0.893,0,0.35927,0.1328,8.09955,
4939533,,5.77207177,0.018,2.605,328.5,0.016375,1.54,12.219349,13.2,183,0.009,0,2.89494,0.0625,3.5104065,
4846856,,46.151253,0.688,5.346,649,0.024756,2.08,14.07217,17.1,18,0.031,0,1.11811,0.2261,4.975561,
7202957,Kepler-1869 b,8.16733851,0.801,3.337,104.9,0.010408,1.03,36.322735,14.8,153,,0,0.43756,0.0791,10.086377,
6521045,Kepler-100 c,12.81590421,0.58,6.3856,220.5,0.014067,2.26,68.6452,106.7,104,0.0,0,0.23998,0.109,11.34033,
5790807,,79.99623328,0.594,6.3339,24383.5,0.149796,40.73,906.5277,721.9,17,0.0,0,2.53309,0.4352,287.7799,
8892303,Kepler-1314 b,5.424749327,0.016,1.139,7680,0.079794,5.15,75.22457,78.0,142,0.0,0,38.98397,0.0504,14.750029,
10265602,,165.3447044,0.917,3.09,4899,0.078728,6.98,46.177593,48.0,8,0.019,0,8.68795,0.5468,20.506783,
5369827,Kepler-1870 b,3.606940379,0.857,1.0418,432.3,0.022221,2.04,45.816166,20.8,298,0.023,0,4.68913,0.0453,9.370009,
5302643,,69.2002312,1.276,5.679,2271.5,0.326968,45.24,23.54846,30.0,21,0.0,0,0.15513,0.3576,10.330206,
6586746,Kepler-1335 b,6.26404774,0.232,2.39,378.7,0.017429,1.55,16.726444,20.1,165,0.502,0,3.76794,0.0615,3.8875394,
9962455,Kepler-1336 b,23.1985852,0.305,9.821,224.7,0.013623,2.61,22.42127,28.2,42,0.016,0,0.1869,0.1595,7.4168396,
9962455,Kepler-1336 c,5.77721259,0.692,2.462,134.3,0.011293,2.17,13.853954,17.7,178,0.503,0,1.31431,0.0631,3.501506,
8687088,,0.905037231,0.323,1.4351,37.5,0.005694,1.1,17.80324,29.0,1477,0.0,0,2.29765,0.0193,4.5792646,
6436029,Kepler-1359 b,59.4969009,0.406,5.404,1262.1,0.032075,2.92,18.73933,23.2,19,0.183,0,2.71881,0.2769,6.9362326,
6197215,Kepler-1879 b,10.61345333,0.535,0.9829,150.2,0.011648,1.77,15.090083,20.0,126,0.297,0,59.71227,0.0953,5.1719575,
9451706,Kepler-127 d,48.6303805,0.034,7.0805,339.8,0.016784,2.48,49.78439,53.9,25,0.0,0,1.21283,0.2791,15.083409,
9244508,Kepler-1360 b,40.5289885,0.325,10.604,360.7,0.017565,5.92,18.550362,35.3,34,0.109,0,0.25729,0.2866,6.0719967,
9692557,,0.571940563,0.792,0.9031,54.3,0.007523,1.88,13.146177,22.8,2341,0.0,0,1.78062,0.0137,4.023701,
9366886,,0.633514386,0.231,1.2792,179.1,0.01202,0.81,20.14742,22.3,2109,0.0,0,2.5429,0.0122,4.2610455,
3657176,,17.4166143,0.489,2.445,314.2,0.016603,1.84,12.1327915,13.1,60,0.0,0,7.12055,0.1337,4.3338337,
3969687,Kepler-1382 b,16.3583482,0.887,9.858,116.4,0.011577,2.23,18.946095,30.0,67,0.765,0,0.01719,0.1404,5.376129,
9369366,,36.0054414,0.745,3.262,117.5,0.01073,3.33,10.452966,14.6,36,0.0,0,2.79198,0.2617,5.395752,
6716545,Kepler-1383 b,13.9093544,0.132,6.765,86.8,0.008521,1.33,12.195101,15.6,101,0.027,0,0.37945,0.1179,3.8278196,
4552729,,97.4463194,0.063,6.765,2141.1,0.04074,3.05,44.087418,62.8,12,0.0,0,2.97631,0.3729,17.969297,
2989706,,1.257689465,0.197,0.8399,945.6,0.028494,2.45,38.528683,45.6,1059,0.0,0,18.49542,0.0215,5.54542,
5185897,Kepler-398 b,4.081411554,0.876,2.3239,171.9,0.014433,1,32.830257,36.9,326,0.014,0,0.37842,0.0438,6.1134567,
5185897,Kepler-398 c,11.41941928,0.918,3.3075,150.5,0.014247,0.99,20.572737,22.9,108,0.001,0,0.21529,0.0871,4.528351,
5185897,Kepler-398 d,6.83440674,0.871,2.2726,177.1,0.014584,1.01,24.54701,29.1,187,0.818,0,0.69723,0.0618,4.780939,
3663173,,174.636181,0.04,15.679,2500.9,0.045604,11.12,26.515982,37.1,8,0.001,0,0.43588,0.67,11.335102,
9881077,Kepler-1337 b,24.4004378,0.909,2.987,860.5,0.033526,2.47,18.29734,20.2,57,0.0,0,0.91763,0.1441,5.7355237,
3097346,,4.029810359,0.45,3.3316,111.1,0.009822,1.77,61.80644,62.8,330,0.0,0,0.68602,0.0516,14.798551,
5717567,,1.287622419,0.819,0.821,36.5,0.006268,0.87,13.323786,16.9,831,0.0,0,4.01821,0.0247,4.550296,
6265792,Kepler-1338 b,0.935115863,0.243,1.6172,64.8,0.00738,1.05,17.250566,21.6,1100,0.185,0,1.79611,0.0193,3.582108,
9995402,Kepler-1361 b,3.57551429,0.462,2.364,92.8,0.008876,0.89,13.674439,16.6,378,0.43,0,1.65693,0.0431,3.5831838,
9109857,,1.791877025,0.403,1.166,46.1,0.006353,1.48,14.562021,12.5,743,0.01,0,7.51192,0.0303,3.5446968,
5609593,Kepler-1362 b,136.205112,0.49,5.568,1209.3,0.031899,2.35,16.005486,20.0,10,0.098,0,4.98007,0.4626,7.1659803,
5436338,Kepler-1880 b,6.30922043,0.118,1.3251,691.2,0.023605,1.37,18.726347,22.5,208,0.645,0,24.04952,0.054,4.4789734,
11414465,Kepler-1363 b,2.94194296,0.03,2.056,278,0.01479,1.22,16.691107,18.2,398,0.022,0,2.99216,0.0363,3.4144883,
6716545,,145.881936,0.325,11.342,156.9,0.011555,1.8,7.629128,11.2,10,0.182,0,0.74167,0.5648,4.059362,
2708885,,1.146934644,0.405,1.7247,256.2,0.014751,1.39,15.54263,19.7,1140,0.0,0,1.56649,0.0204,6.5871058,
6612284,,1.245353252,0.528,2.152,224.2,0.014124,1.48,12.792149,20.3,912,0.0,0,0.72056,0.023,4.28444,
10586004,Kepler-129 c,82.2001239,0.001,10.627,233.9,0.013819,2.57,23.092018,47.9,13,0.821,0,0.60202,0.3988,9.681929,
4483138,Kepler-1384 b,15.3626052,0.25,3.736,468.3,0.019326,1.8,15.967276,19.7,58,0.0,0,2.40021,0.1126,4.8359137,
9475552,Kepler-1315 b,0.843379985,0.696,1.4474,343.3,0.01815,1.7,42.914257,53.6,1577,0.0,0,1.05377,0.0163,4.4263477,
9475552,Kepler-1315 c,6.56606941,0.687,1.8455,402.4,0.019524,1.83,19.82915,25.8,170,0.041,0,3.77376,0.064,5.0383844,
8292840,Kepler-126 b,10.49566303,0.16,4.7356,106.1,0.00948,1.34,50.3773,48.7,128,0.092,0,0.82675,0.0958,11.870928,
5196864,,2.50343279,1.178,1.534,1156,0.220575,20.23,42.00673,13.2,416,0.532,0,0.21923,0.0333,6.2412877,
11071200,,96.4562198,0.775,11.195,950.5,0.030816,9.1,39.718987,54.6,11,0.397,0,0.18221,0.4921,14.380493,
11071200,,44.5643831,0.851,7.874,360.5,0.019632,5.8,21.775496,27.0,24,0.067,0,0.13718,0.2941,6.449726,
10905911,Kepler-1339 b,1.34155642,0.259,1.6462,58.2,0.006995,0.74,17.66844,23.7,469,0.009,0,2.3733,0.0234,3.7087781,
3545135,Kepler-1689 b,8.48299282,0.564,2.505,69.1,0.007876,0.8,18.021414,21.3,159,0.156,0,2.6544,0.0798,4.1648335,
6964929,Kepler-1340 b,0.665025941,0.448,1.7542,104.7,0.009533,1.11,21.349943,26.5,2015,0.001,0,0.85107,0.0153,4.3030043,
6432345,Kepler-1690 b,234.635652,0.025,6.965,868.5,0.026459,2.56,21.258717,26.7,7,0.151,0,6.32808,0.7097,11.5969,
8703129,,253.374581,0.028,22.889,1104,0.02963,19.25,20.366983,99.9,6,0.339,0,0.19432,1.0077,12.618789,
11565924,Kepler-1364 b,13.32191461,0.784,6.213,133.5,0.011586,2.88,15.778343,24.3,103,0.074,0,0.12368,0.1284,4.359781,
6607357,Kepler-1365 b,7.69994466,0.018,4.432,70.9,0.007635,0.92,14.145231,17.4,176,0.003,0,0.76505,0.075,3.7344244,
6607357,Kepler-1365 c,4.77466043,0.03,3.804,54.3,0.006682,0.81,12.583753,15.5,265,0.003,0,0.74965,0.0545,3.069145,
9451706,Kepler-127 c,29.39337161,0.512,7.0445,327,0.016963,2.5,62.0339,69.7,48,0.0,0,0.48118,0.1995,14.800538,
6186964,Kepler-1366 b,2.164570593,0.338,1.2862,525.1,0.02106,1.27,15.46778,19.8,384,0.001,0,7.7069,0.0273,3.0710435,
5471202,,12.4258343,0.967,28.1171,449.4,0.025397,2.75,18.320992,72.0,112,0.001,0,0.00043,0.1072,4.980938,
9640439,,0.873227249,0.14,0.7948,221.8,0.013885,1.68,16.812014,21.9,1297,0.0,0,14.96287,0.0188,3.781831,
9693006,Kepler-1385 b,2.88878583,0.242,2.977,40.9,0.005802,0.84,14.267832,17.2,463,0.107,0,0.86888,0.0415,3.298866,
6837283,,21.1181653,0.675,9.734,112.7,0.01031,2.89,12.486576,26.3,66,0.0,0,0.08255,0.1691,4.180391,
5613821,,5.06092282,0.944,2.586,71.6,0.009874,0.98,13.158193,15.7,259,0.017,0,0.11939,0.0565,3.2694921,
6627507,,7.37453336,1.139,3.745,304.4,0.159773,87.08,25.19869,33.1,181,0.0,0,0.01431,0.0897,12.632184,
5128673,Kepler-1316 b,87.9724227,0.015,14.638,866.7,0.026755,3.39,43.503696,64.6,15,0.835,0,0.25606,0.3859,14.090105,
6690836,Kepler-1317 b,0.568874717,0.05,1.2177,378.4,0.017496,1.49,32.66971,50.4,2342,0.0,0,2.902,0.0128,6.3312945,
8639908,,0.910020582,0.79,1.7956,358.1,0.019204,1.12,34.683414,29.9,1469,0.0,0,0.42212,0.0151,5.3522015,
5481148,,22.023514,0.934,1.932,1670,0.04685,4.79,36.48498,10.2,62,0.0,0,2.71447,0.1531,10.24862,
11076400,,1.07808492,0.287,0.8551,155.6,0.011362,1.01,16.374084,22.9,991,0.185,0,13.35183,0.019,3.4743123,
7877978,Kepler-1874 b,56.5732318,0.942,4.188,688.5,0.031776,2.69,18.773361,21.6,24,0.027,0,0.48505,0.2633,6.0731797,
7903086,,1.846861455,0.48,1.6605,648.6,0.023754,2.23,19.478437,35.9,619,0.0,0,2.5453,0.0293,4.517367,
12024120,Kepler-507 b,3.568099612,0.531,3.2131,98.4,0.00935,1.36,42.232918,52.5,371,,0,0.58177,0.0473,5.676771,
8210018,Kepler-1341 b,132.9955503,0.703,7.436,1275.4,0.034912,2.51,21.028376,29.3,11,0.102,0,1.19696,0.4498,9.511895,
3642289,Kepler-135 b,6.002548291,0.914,4.1628,202,0.015656,2.33,55.505367,71.6,223,0.224,0,0.06421,0.0697,6.849668,
3642289,Kepler-135 c,11.44865823,0.824,4.953,75.2,0.008892,1.32,16.932625,21.9,115,0.0,0,0.15837,0.1072,4.2140656,
3662838,Kepler-516 b,24.85466504,0.746,9.182,776.2,0.027585,7.61,75.028145,88.0,42,0.013,0,0.09592,0.1992,15.342661,
5966322,Kepler-517 b,60.92818866,0.009,6.3336,755.6,0.024899,2.78,81.35702,120.1,21,0.0,0,2.17742,0.2897,23.442305,
6029239,Kepler-518 b,8.512037736,0.005,2.1861,597.8,0.022246,2.14,116.80596,102.2,158,0.008,0,7.34476,0.081,14.723325,
12106929,,5.93720557,0.976,4.882,371.4,0.0237,1.84,44.597385,59.9,211,0.0,0,0.01497,0.0595,7.047277,
12107021,,5.93719982,0.748,3.95,175.6,0.013146,1.47,29.629272,37.0,114,0.0,0,0.26335,0.0663,6.2127743,
8248939,,1.63345402,1.19,3.817,359,0.208715,24.87,66.72719,7.4,819,0.0,0,0.01873,0.0274,12.4393015,
12404954,Kepler-537 b,3.247548814,0.31,2.5146,209.7,0.013203,1.41,38.281807,51.6,417,0.934,0,1.55681,0.0442,5.9288654,
1571511,,14.022451457,0.189,8.08619,20082.9,0.130221,14.93,2487.4944,2707.7,100,0.014,0,0.31052,0.1143,344.35812,
2438070,,2.442945167,1.217,4.0145,677.9,0.245548,38.29,108.767845,102.8,550,0.0,0,0.01649,0.0353,18.135792,
3747262,,1.312459403,0.732,1.459,36.9,0.006013,1.65,11.442597,13.9,1020,0.0,0,1.22575,0.0262,4.642574,
10190075,,11.1916199,0.895,2.1,166.4,0.014113,1.47,10.262078,11.9,120,0.252,0,1.11079,0.097,4.0821195,
9070666,Kepler-1408 b,2.99792926,0.403,4.398,45.4,0.006238,1.12,11.777276,16.0,120,0.806,0,0.23993,0.0425,4.0600533,
3642335,Kepler-1410 b,60.8660974,0.004,4.397,714.3,0.024307,1.39,12.681502,15.4,23,0.052,0,6.48899,0.2465,3.7375264,
3328052,,2.11547854,0.755,3.665,222.9,0.014846,1.66,18.910875,21.6,536,0.0,0,0.12687,0.0332,4.074579,
10749059,,174.731515,0.021,8.257,1179.9,0.030591,3,14.327529,16.5,5,0.453,0,2.86343,0.5732,6.9565873,
9119568,,5.54867998,0.095,4.665,68.9,0.007428,0.68,12.058357,15.4,240,0.0,0,0.46783,0.0577,3.0178843,
9119568,,1.22174063,0.004,7.443,32.2,0.005074,0.46,7.507113,19.4,1050,0.204,0,0.03512,0.021,3.051501,
9020114,Kepler-1901 b,3.48412874,0.106,1.422,161.6,0.011556,1.16,11.505404,13.3,379,0.009,0,10.4217,0.0453,3.2369688,
6196457,Kepler-92 b,13.74883059,0.658,6.0968,425.9,0.019908,3.63,114.88917,167.6,98,0.159,0,0.24298,0.1174,15.991425,
7668416,,0.858546796,0.241,1.1,106.1,0.009355,0.88,10.256069,12.2,1324,0.0,0,5.21249,0.0167,3.5693994,
6029239,,5.518195,0.243,1.81,27.1,0.004772,0.46,7.5584307,5.2,234,0.248,0,7.23451,0.0607,3.536033,
6063220,Kepler-99 b,4.603575293,0.246,2.3499,440.4,0.018677,1.51,84.00717,79.7,291,0.0,0,2.89884,0.0503,10.378082,
6071903,Kepler-519 b,24.30784323,0.425,2.6054,677.1,0.023893,2.14,68.078026,35.6,55,0.103,0,9.3691,0.1594,13.286113,
6289257,Kepler-520 b,19.67409703,0.914,3.7535,204.9,0.01578,1.78,32.88658,39.0,68,0.046,0,0.27301,0.144,8.93365,
10905239,Kepler-101 b,3.487688776,0.026,3.83661,1298.8,0.032422,5.64,320.42297,350.6,386,0.005,0,0.57862,0.0461,23.269213,
11623629,Kepler-538 b,81.737872,0.02,6.6923,628.8,0.022652,2.16,86.0518,135.4,16,0.004,0,2.4586,0.3539,29.568699,
3545478,,75.1122132,0.838,4.9458,3751.5,0.063426,23.23,235.89645,384.0,18,0.23,0,1.46689,0.4156,75.16124,
4815520,Kepler-1656 b,31.578651216,0.04,2.12791,2125.4,0.041835,4.52,289.96722,324.3,33,0.176,0,31.19023,0.1949,68.62178,
6603043,,110.32167272,0.715,13.3624,7296.6,0.084131,18.6,1659.0193,2217.1,12,0.003,0,0.21144,0.582,562.6186,
7175184,Kepler-144 b,5.88527364,0.622,1.9531,112.7,0.010194,1.59,31.504015,27.4,225,0.308,0,3.3725,0.0653,8.0896845,
7109851,,1.086486129,0.524,0.8383,66,0.007758,1.69,16.298496,20.2,1228,0.0,0,10.01987,0.0211,3.5304296,
11565544,,3.76562031,1.193,1.288,232.6,0.208191,19.39,11.634653,14.6,354,0.255,0,0.1195,0.0466,2.874052,
7347246,Kepler-1411 b,86.1160885,0.016,6.058,875.2,0.027076,3.11,16.375875,17.8,14,0.143,0,3.53765,0.4001,6.6089015,
11403530,Kepler-1412 b,3.61460332,0.026,3.227,43.9,0.006019,0.9,12.821777,15.4,372,0.01,0,0.92877,0.0461,8.855785,
5088536,Kepler-130 b,8.45744892,0.494,3.2893,77.4,0.008247,1.02,24.473572,31.0,160,0.096,0,1.36334,0.0799,5.0715265,
12072872,,2.46288834,0.256,1.724,47.4,0.006346,0.67,10.592159,11.9,547,0.001,0,3.75824,0.0338,3.2355688,
6609270,Kepler-1902 b,3.82223397,0.725,1.924,362.7,0.018736,1.05,14.09941,15.9,258,0.0,0,1.67701,0.0385,3.181085,
12406807,Kepler-1903 b,17.067644,0.106,6.026,262.4,0.01494,1.62,11.685937,13.5,79,0.515,0,0.67733,0.1321,4.4534097,
8046689,,5.78542702,0.163,2.271,256.2,0.014818,1.91,13.440632,15.4,196,0.0,0,4.19286,0.067,3.6622531,
5096590,Kepler-1424 b,29.6099055,0.984,7.433,120.1,0.014184,1.74,10.159695,14.3,45,0.131,0,0.00937,0.1861,3.233547,
9650989,Kepler-1905 b,3.42390809,0.213,1.773,153.1,0.011291,1.25,10.919047,13.1,392,0.106,0,5.01632,0.0451,3.6841154,
6289257,Kepler-520 c,5.21104597,0.833,3.3447,102.7,0.010461,1.18,30.222723,36.9,252,0.0,0,0.22502,0.0594,4.3653316,
6291837,Kepler-1715 b,35.5969684,0.895,6.691,684.5,0.028165,3.72,73.07374,52.5,38,0.008,0,0.13057,0.2178,16.114061,
7024222,,1.633107509,0.35,1.491,60.8,0.007042,0.53,18.232607,21.7,817,0.0,0,3.53321,0.0238,3.9898,
7024511,,66.1544958,0.8526,6.945,1972,0.047429,3.33,,42.7,,,0,0.37543,0.2759,,
7050989,Kepler-136 b,11.57890926,0.359,2.7207,243.4,0.014458,2.06,56.45943,54.8,119,0.374,0,4.1443,0.1062,8.809991,
7175184,Kepler-144 c,10.10463142,0.571,2.369,114.6,0.010177,1.59,26.014545,24.1,132,0.426,0,3.71209,0.0937,5.192428,
8494142,Kepler-145 c,42.88247951,0.391,9.7471,408.9,0.018777,3.61,68.83558,112.2,33,0.618,0,0.32522,0.2578,16.804392,
11554435,Kepler-63 b,9.43414171,0.538,2.8112,3977,0.059248,5.73,674.3449,40.2,144,0.0,0,2.725,0.0858,93.14843,
8494142,Kepler-145 b,22.95062278,0.748,4.4814,129.8,0.011297,2.17,24.999504,32.9,56,0.059,0,0.67836,0.1699,5.4261785,
5652983,,498.391282,0.959,6.135,1590,0.05053,17.14,42.033096,49.7,3,0.001,0,1.44533,1.3893,26.717209,
6471021,Kepler-539 b,125.6291479,0.471,9.108,7841.6,0.082594,10.02,104.77356,150.4,11,0.0,0,1.29955,0.4865,94.528404,
7906671,,45.1178526,0.97,3.737,389.2,0.02453,2.78,15.077013,17.3,32,0.0,0,0.26291,0.2358,5.4723945,
8709688,Kepler-1893 b,4.17939037,0.317,2.647,172.8,0.012013,1.52,13.931228,16.1,319,0.0,0,1.69464,0.0504,3.3234406,
8241079,,10.9192653,0.434,4.572,91.1,0.008821,1.9,13.617827,15.0,122,0.0,0,0.72951,0.1033,4.3799515,
3348285,,0.803835923,0.447,1.397,52.6,0.006814,0.78,13.160818,12.4,1668,0.0,0,1.90835,0.0175,4.6142926,
11618601,Kepler-1894 b,2.76263737,0.46,1.821,185,0.012679,1.25,11.600199,14.1,482,0.624,0,2.85231,0.0385,4.1034546,
7582689,Kepler-431 d,11.9216035,0.929,5.009,43.2,0.007395,0.87,12.6209955,15.1,110,0.002,0,0.04831,0.1049,4.0522013,
7582689,Kepler-431 b,6.80257947,0.889,4.608,32.7,0.006153,0.73,11.166579,14.7,190,0.049,0,0.06403,0.0721,2.8129566,
7582689,Kepler-431 c,8.70312154,0.886,4.807,32,0.006066,0.72,10.234436,13.0,140,0.08,0,0.07354,0.085,3.7685447,
9959589,,1.332557603,1.174,6.043,225.3,0.188288,19.88,19.188606,28.1,916,0.0,0,0.01932,0.0241,3.5194,
9025922,,11.32029599,0.914,4.5866,4303.5,0.073488,8.02,172.9772,85.0,119,0.0,0,0.17848,0.0989,44.02093,
6196457,Kepler-92 c,26.723169,0.035,8.501,195,0.012689,2.31,39.584602,67.5,51,0.011,0,0.38065,0.1829,9.11644,
7050989,Kepler-136 c,16.39926461,0.115,3.4108,220.8,0.013613,1.94,44.75613,46.4,82,0.0,0,3.56111,0.134,9.410741,
7419318,Kepler-137 c,18.73577127,0.785,3.0356,567.2,0.024162,2.1,70.01182,81.8,73,0.734,0,1.60704,0.1289,16.081392,
7419318,Kepler-137 b,8.43639829,0.51,3.2451,345.5,0.017275,1.5,61.167633,76.8,156,0.743,0,1.42401,0.0757,8.960389,
7603200,Kepler-138 c,13.78109471,0.545,2.3188,756,0.025926,1.42,112.699356,112.8,98,0.058,0,6.11908,0.0896,22.382406,
7603200,Kepler-138 d,23.08902241,0.32,1.7012,598.3,0.022578,1.24,59.542366,57.4,55,0.352,0,36.24543,0.1264,14.174405,
10905239,Kepler-101 c,6.02977241,0.379,3.961,54.6,0.006767,1.18,8.929608,11.5,201,0.57,0,0.66776,0.0665,2.9738433,
7364176,Kepler-1718 b,135.1879934,0.023,8.8191,663.4,0.023453,2.32,62.985138,85.8,10,0.58,0,1.78074,0.4878,25.58086,
8686097,Kepler-540 b,172.7046083,0.004,11.347,659.1,0.023415,2.85,79.35192,92.9,8,0.0,0,1.06872,0.5886,33.22958,
12356617,Kepler-1704 b,988.8811177,0.1667,5.9504,5060,0.063925,10.81,,136.4,,,0,45.9275,2.0091,,
12643589,,44.14599042,1.902,3.4015,4467.8,0.965649,121.48,92.98225,99.6,31,0.0,0,1.1481,0.2577,33.085457,
12643589,,1.411627439,0.853,1.0814,515.2,0.023742,2.99,32.836853,53.1,941,0.0,0,1.7714,0.026,4.799214,
3323887,Kepler-9 b,19.270825843,0.169,4.1281,6660.5,0.074186,7.74,135.69907,577.1,67,0.719,0,2.75959,0.1423,65.82921,
11618601,Kepler-1894 c,5.05368985,0.53,2.514,171.5,0.012312,1.21,10.617677,11.5,255,0.622,0,1.72975,0.0576,3.4194903,
