kepid,kepler_name,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_prad,koi_max_mult_ev,koi_model_snr,koi_num_transits,koi_fwm_stat_sig,koi_eccen,koi_srho,koi_sma,koi_max_sngle_ev,koi_model_chisq
2708221,,1.8912501,1.24,7.648,731,0.270995,23.5,19.39219,31.6,332,0.0,0,0.01319,0.0274,3.2762363,
4571844,,17.8075656,0.474,1.643,1511,0.03662,3.92,10.359108,11.8,9,0.019,0,26.56155,0.1331,5.094228,
5040223,,0.996023763,1.147,5.412,98.3,0.156122,18.36,11.545547,21.3,1352,0.0,0,0.0304,0.0197,3.6701946,
4571004,,36.616669,0.3646,8.62,237.4,0.015407,1.68,,3.4,,,0,0.41086,0.2163,,
2859893,,333.03842,0.2184,5.948,1260,0.032328,3.19,,7.0,,,0,13.71346,0.9462,,
6026737,,3.75030469,0.77,3.246,35.5,0.005966,0.87,8.375664,10.3,255,0.018,0,0.25911,0.0475,3.1012833,
7582691,,0.259819659,0.972,0.6513,231.5,0.021215,1.22,10.696639,24.1,2180,0.007,0,0.73023,0.0065,4.4878383,
7031942,,0.566795467,0.504,4.712,38.2,0.00578,0.67,11.633117,25.8,2374,0.0,0,0.07932,0.0129,14.645781,
9836563,,4.72693131,0.065,4.036,26.2,0.004665,0.61,9.84615,11.5,283,0.039,0,0.61506,0.0569,3.9745345,
1724719,,10.0989634,0.529,6.428,57,0.007123,1.03,8.89148,8.9,122,0.213,0,0.20339,0.0948,2.641328,
5632701,,3.67515329,0.73,7.083,56,0.007374,0.71,13.70344,16.7,296,0.007,0,0.03324,0.0461,3.6597908,
10549924,,0.715825886,0.099,1.212,40.6,0.005801,0.58,12.149057,11.0,1488,0.0,0,3.48495,0.0153,4.9063187,
9366617,Kepler-1570 b,26.5487294,0.21,7.968,142,0.010812,2.54,13.208161,15.3,52,0.159,0,0.42819,0.1784,3.8487322,
6187341,,0.492291661,0.957,0.894,1107.6,0.043614,3.42,17.868801,62.0,843,0.124,0,0.63388,0.0108,3.6700442,
3353454,,1.6911935,0.903,9.479,2801,0.058199,6.36,7.1756616,26.7,20,0.298,0,0.01209,0.0278,3.0613544,
10156055,,2.42803503,0.057,3.045,73.8,0.007946,0.85,10.926394,8.8,439,0.0,0,0.74945,0.036,3.340041,
8418018,,372.94844,0.4268,13.879,253.5,0.014785,1.34,,17.1,,,0,0.9183,0.9809,,
5024177,,0.787120016,1.263,3.1648,265.5,0.276999,23.81,12.351057,43.3,1365,0.0,0,0.06993,0.0147,3.9045677,
11081504,,13.12297275,0.885,2.234,43.7,0.007074,1.29,10.127232,12.9,104,0.03,0,1.1098,0.1149,2.941231,
4548011,Kepler-1581 b,6.28384079,0.101,4.291,35.7,0.005442,0.73,11.0283785,14.9,208,0.103,0,0.67432,0.0674,3.503862,
4571004,,21.131609,0.0731,13.66,73.5,0.008573,0.94,,6.5,,,0,0.07142,0.1499,,
4571004,,81.675841,0.3455,11.53,143.4,0.011975,1.31,,7.0,,,0,0.38656,0.3692,,
4571004,,28.5463574,0.2411,9.29,153.3,0.012382,1.35,,10.1,,,0,0.28619,0.1832,,
12016267,,22.7909233,0.871,9.565,53.6,0.007715,1.38,9.349499,19.4,62,0.0,0,0.02908,0.1711,3.8422325,
4571004,,72.563291,0.4863,3.088,332.3,0.018229,1.99,,6.4,,,0,14.87927,0.3412,,
8459663,Kepler-1593 b,174.510276,0.024,6.689,1530,0.035188,1.74,10.974714,14.8,7,0.04,0,5.45009,0.4836,5.3585615,
3550372,,0.681180633,0.31,0.8844,156.4,0.011435,2.97,11.302473,16.6,1962,0.0,0,7.55313,0.0146,3.7968626,
10155321,,15.705388,0.6449,4.871,283.7,0.016299,3.3,,10.6,,,0,0.55688,0.1437,,
3866536,,7.65270746,0.97,79.8969,641.1,0.030516,3.21,10.389656,254.3,146,0.209,0,0.00036,0.0766,3.1425762,
7046035,Kepler-1603 b,2.27164952,0.01,4.054,82.4,0.008338,0.97,10.416963,12.7,589,0.619,0,0.30293,0.0351,3.7779663,
4679314,,3.84835742,0.671,10.18,84.2,0.008886,0.77,16.612164,32.8,346,0.0,0,0.01595,0.0458,5.6828747,
8240790,,369.13236,0.0824,10.34,215.9,0.013526,2.14,,11.9,,,0,2.9031,1.0352,,
5702637,,1.0388961,1.7017,4.755,600.8,0.720625,114.1,,14.7,,0.0,0,0.09564,0.0225,,
8309169,,293.76887,0.753,4.68,462,0.021349,1.97,,4.0,,,0,7.95737,0.8263,,
4678919,,1.87885327,0.513,3.302,120.9,0.010341,0.97,19.903236,12.1,716,0.0,0,0.30626,0.0291,4.2410364,
5563080,,0.785473311,0.389,1.3911,339.6,0.016954,1.61,14.948492,57.0,1703,,0,2.12513,0.0155,3.5928373,
6364067,,5.2438982,0.644,7.881,162.2,0.012243,1.24,15.7946825,18.7,222,0.498,0,0.04561,0.0577,3.5536094,
4548011,,9.08745206,0.341,3.786,35.1,0.005459,0.73,9.979635,11.7,138,0.0,0,1.1974,0.0862,2.98315,
5983532,,441.877824,1.5335,6.647,1300,0.570375,39.55,,15.2,,,0,0.49104,0.9718,,
3439126,,2.9761504,0.064,6.079,259.5,0.014077,1.02,11.645167,8.3,454,0.0,0,0.12013,0.0352,7.677927,
8463346,Kepler-436 b,64.0019669,0.701,4.724,1112.5,0.032595,2.48,12.023532,14.2,22,0.034,0,2.22778,0.2826,4.4044185,
5868793,Kepler-1582 b,4.83809469,0.014,1.096,1544,0.036066,0.79,10.980496,11.3,70,0.088,0,34.49907,0.0316,3.337935,
8483021,,361.91436,0.6901,8.68,228.2,0.014722,1.84,,13.0,,,0,1.91955,0.987,,
10063208,Kepler-1583 b,9.3281912,0.044,3.991,45.2,0.006063,0.59,11.1252775,13.7,149,0.902,0,1.25917,0.085,3.2286646,
7191646,,106.957467,0.705,7.006,539.6,0.022719,2.4,9.884124,11.7,12,0.585,0,1.06668,0.4483,5.422147,
1575873,,0.629001455,0.365,1.263,14.7,0.003604,0.81,10.47228,9.4,2127,0.0,0,2.25862,0.016,3.6896265,
10669994,Kepler-1594 b,2.71603664,0.44,1.744,98.5,0.009258,1.05,10.225331,13.1,494,,0,3.25287,0.0396,3.6779761,
7801070,,75.8781344,0.705,1.383,1054,0.031915,3.39,11.199573,11.9,17,0.118,0,103.45199,0.3378,4.9139833,
11449918,,374.59003,0.0624,15.19,267.9,0.014807,1.34,,6.6,,,0,0.93739,0.946,,
4172805,,147.661729,0.002,6.207,1087.8,0.029669,1.59,10.793761,13.2,7,0.352,0,5.6857,0.4401,4.9804463,
5126182,,13.00291716,0.701,3.058,225.3,0.01467,1.28,11.4969635,14.0,109,0.001,0,1.51645,0.1037,4.6085534,
3750350,,319.30633,0.092,6.74,155.2,0.011406,1.26,7.387054,7.2,5,0.224,0,8.97031,0.9383,5.279493,
8949925,,42.0292298,0.015,8.499,373.7,0.017546,2.33,11.346627,14.5,23,0.0,0,0.60843,0.2422,5.3939734,
4584865,,1.75254087,0.5574,4.098,42.5,0.00621,1.41,10.81161,17.7,764,0.0,0,0.14042,0.0305,4.8238072,
9642018,,0.505111993,0.841,0.4053,212.8,0.018445,1.58,11.995184,18.7,2642,0.018,0,12.61287,0.0119,3.5680776,
11968463,,0.646745436,0.942,1.188,115.6,0.012277,1.49,9.093621,14.3,1484,0.0,0,0.27412,0.0154,4.8493466,
9183378,Kepler-1571 b,3.38557445,0.129,1.879,121.9,0.010068,1.63,13.11794,13.1,396,0.0,0,4.33955,0.0432,3.3453224,
11188254,,2.754024,0.7277,4.15,172.2,0.012927,1.68,,13.8,,0.0,0,0.1232,0.0395,,
1724513,,1.975208831,0.559,1.513,76.3,0.008328,1.59,13.105136,15.1,676,0.0,0,2.87132,0.0326,3.069573,
9535876,,0.960843605,1.143,3.22,141.7,0.155362,19.15,12.700641,25.5,1390,,0,0.03637,0.0197,4.986194,
5817533,,4.206109,0.607,5.16,120,0.010435,0.91,12.17469,11.9,324,0.048,0,0.14089,0.047,3.7042663,
7681230,,0.962590772,1.236,1.2569,1021.6,0.271721,31.51,14.703573,90.4,674,0.0,0,0.20128,0.0198,6.965327,
7596240,Kepler-1584 b,13.3997555,0.375,3.534,167.3,0.012052,1.51,11.532616,13.6,99,0.027,0,2.12774,0.1168,3.2391007,
7661893,,2.49385348,0.331,1.414,46.9,0.006317,0.59,10.817567,12.3,538,0.0,0,6.40658,0.0333,3.4234087,
3448456,,0.776950288,0.047,1.288,396,0.01823,1.72,8.88225,25.8,1459,0.0,0,3.30461,0.0163,3.331993,
12107008,,5.93725628,0.351,3.639,115.6,0.009854,0.86,14.451205,17.1,225,0.574,0,0.88593,0.0577,4.078483,
9776794,,18.22211768,0.973,2.044,2318,0.071242,7.45,12.88854,15.2,19,0.0,0,1.63499,0.1291,4.8291984,
7427764,Kepler-1595 b,4.56383697,0.365,2.271,201.8,0.013,1.22,10.996368,9.9,288,0.256,0,2.78257,0.051,2.8715417,
7673192,,16.5340022,0.525,4.063,89.2,0.008904,1.17,7.7540936,9.3,73,0.242,0,1.32994,0.1278,3.8672714,
4754831,,55.119831,0.6049,4.703,114.5,0.010237,1.68,,8.2,,,0,2.36835,0.2999,,
4754831,,25.6416117,0.5744,5.5,126.4,0.010701,1.76,,4.9,,,0,0.74896,0.18,,
9899630,,1.33258455,1.141,5.77,152.7,0.15299,15.89,13.064489,8.1,1010,0.0,0,0.01761,0.0239,4.080344,
4367528,,350.81029,0.3892,11.29,538.3,0.021345,2.86,,15.1,,,0,1.72904,1.0199,,
8416523,Kepler-1604 b,0.341842017,0.957,1.1554,285.6,0.021058,1.72,12.533853,70.1,1956,0.0,0,0.3297,0.0089,3.1660922,
11124436,,13.9482197,0.197,7.686,119.4,0.009882,2.53,11.34392,14.5,76,0.373,0,0.25257,0.1235,3.0516598,
5780855,,5.67577999,0.91,3.554,51.2,0.007755,1.22,9.853544,11.2,238,0.075,0,0.09121,0.0678,2.9580958,
3751231,,0.570953851,0.059,0.998,76.1,0.008053,1.01,7.7024026,8.9,2336,0.0,0,5.06571,0.0143,4.31888,
9491832,,49.564693,0.685,8.54,113.5,0.010347,1.63,10.440721,15.0,27,0.385,0,0.27464,0.2835,3.7809377,
7816665,,4.29258258,0.339,3.069,369.6,0.017821,1.87,13.784205,16.1,263,0.0,0,1.11422,0.0524,4.4163,
9535881,,0.960842633,1.341,2.6441,2022.9,0.387208,67.53,26.073826,176.1,1386,,0,0.09634,0.0215,12.783524,
11616596,,14.5893928,,15.54,,,,11.022253,,194,0.0,,0.03642,,4.042598,
9872831,Kepler-1572 b,5.49548533,0.202,2.461,85.8,0.008542,1.3,12.555114,14.2,243,0.0,0,3.00666,0.0614,4.5242314,
2852941,,2.89494709,0.191,3.254,45.8,0.006304,1.16,12.116744,14.3,463,0.011,0,0.69171,0.0447,3.2877598,
8508126,,0.980505042,1.206,1.4068,426.6,0.227897,26.35,10.411073,51.5,1366,0.0,0,0.10181,0.0191,3.6867695,
12306058,Kepler-391 c,20.4853893,0.834,10.229,89.5,0.009922,3.6,11.743124,17.9,56,0.18,0,0.03028,0.153,3.9820929,
8507475,Kepler-1585 b,3.58273837,0.143,1.523,360.5,0.017176,1.64,12.543833,11.6,314,0.038,0,8.75587,0.0445,3.4237287,
8773015,Kepler-1586 b,15.604841,0.715,4.543,73.4,0.008408,1.57,13.681894,15.3,86,0.516,0,0.50689,0.1266,4.0560665,
4754831,,75.681309,0.6194,11.62,107.7,0.009952,1.64,,9.1,,,0,0.20652,0.3705,,
10647452,,0.762950224,0.197,1.133,187.3,0.012509,1,12.50449,15.8,1479,0.082,0,4.42737,0.0151,3.7121832,
3531231,,62.060783,0.928,28.203,472.9,0.024658,2.11,9.814416,19.9,20,0.0,0,0.00197,0.2906,6.115965,
4773392,,170.995748,0.839,3.88,477.1,0.022611,4.9,13.104245,15.5,9,0.84,0,4.9544,0.6757,8.250983,
5471489,,12.4252735,0.171,20.756,84.7,0.008491,2.37,14.324436,36.6,112,0.194,0,0.01181,0.1117,4.1317253,
5471489,,39.2820405,1.241,3.344,157.5,0.251528,58.67,9.201677,6.9,21,0.0,0,0.03806,0.2318,3.6554039,
9011874,,361.54561249,,25.28,,,,,,,,,,,,
9936080,,19.5650801,0.025,4.242,61.7,0.007198,0.97,10.831366,13.8,67,0.066,0,2.20779,0.1465,3.4982855,
9936080,,355.79978,0.4433,5.972,172.3,0.012292,1.87,,10.5,,,0,10.61952,1.0419,,
8611344,,410.99389,0.3421,12.01,550,0.021318,2.09,,8.7,,,0,1.78335,1.0838,,
9518651,,2.17823752,0.037,2.259,44,0.006094,0.64,8.372605,10.1,616,0.0,0,1.6355,0.0318,3.53439,
2305311,,1.404674486,0.8171,5.056,155.5,0.01288,0.86,11.754772,20.7,741,0.067,0,0.03579,0.0208,6.0859857,
6383595,,24.9097436,0.5729,3.856,150.2,0.011694,2.24,,9.7,,,0,2.12662,0.1788,,
11080405,Kepler-386 b,12.3101351,0.783,3.797,263.7,0.016487,1.51,10.419537,12.9,104,0.546,0,0.51981,0.0968,3.697135,
11509504,Kepler-1573 b,2.61576515,0.25,2.777,120.4,0.010133,1.06,13.108171,15.1,515,0.03,0,0.97758,0.0364,4.265918,
6599949,,409.2452,0.0176,13.06,531.2,0.021076,2.1,,12.8,,0.043,0,1.64666,1.0364,,
11611275,Kepler-1574 b,6.94245216,0.485,3.491,160.8,0.011886,1.34,13.314711,14.7,192,0.342,0,0.96902,0.0743,3.9205754,
6290935,,5.53312006,0.299,3.486,53.1,0.006746,1.05,10.99513,13.4,240,0.796,0,0.98348,0.0622,2.6966214,
12734396,,200.721168,0.234,9.91,822.5,0.025993,3.32,9.691528,13.1,6,0.023,0,1.7341,0.6577,6.2021165,
11612280,Kepler-1587 b,9.4061364,0.397,4.882,79.5,0.008249,1.14,11.544636,13.2,141,0.208,0,0.54468,0.0878,3.0832305,
5536715,,0.935086665,0.4742,1.12,71.2,0.008,1.18,,13.1,,,0,4.03742,0.0203,,
8149484,,1.489457454,0.171,3.028,56.3,0.006921,1.58,8.138594,29.7,454,0.001,0,0.45944,0.0278,3.2914393,
12407623,,1.181165291,0.632,1.013,370.4,0.018593,1.52,10.934171,14.1,1130,0.0,0,4.97393,0.0201,6.4277954,
11444514,Kepler-1596 b,66.373298,0.021,8.559,415,0.018689,1.99,9.944483,13.7,17,0.454,0,0.94331,0.3237,4.0710354,
9886361,Kepler-403 d,13.61165024,0.112,7.617,95.5,0.008943,1.46,19.547382,31.6,95,0.742,0,0.2626,0.1211,4.4996676,
9702006,Kepler-1953 b,6.24564633,0.594,2.459,212,0.013744,1.06,10.802183,11.9,211,0.419,0,1.97131,0.0607,3.2414126,
6778008,,0.945829261,0.326,1.715,98.2,0.009199,0.86,12.137012,15.1,1416,0.0,0,1.43074,0.0185,3.8878186,
8278685,,10.8614163,0.939,6.02,64.8,0.009066,1.01,8.97592,12.9,124,0.007,0,0.02253,0.0983,3.4687922,
8308260,,0.973160836,0.034,0.864,138.3,0.01087,1.22,10.903141,9.8,1376,0.0,0,13.20557,0.02,3.3606157,
8492101,,4.05943749,0.914,3.245,105.4,0.011692,2.11,16.144938,18.1,171,0.002,0,0.08853,0.049,5.08759,
6103377,,7.03965141,0.778,3.141,268.7,0.016479,2.72,8.064624,9.8,46,0.559,0,0.54121,0.0747,3.1335158,
3660581,,4.72519164,0.6,3.751,98.8,0.009524,3.98,8.461245,10.0,228,0.102,0,0.40984,0.0652,3.3320978,
6343576,,6.39903778,0.241,3.15,186.6,0.012334,6.54,17.870142,24.1,162,0.001,0,1.64643,0.0799,5.8665614,
10794974,,66.6434565,0.985,2.385,277.3,0.023533,2.99,11.830622,14.8,21,0.013,0,0.89774,0.3301,4.1298227,
2449101,,0.739761008,1.2359,7.589,292.1,0.253101,9.67,13.327574,34.7,1811,0.0,0,0.06817,0.0113,7.0742383,
7259249,,0.950735805,0.57,1.1434,175.1,0.01263,1.39,11.146722,17.1,1406,0.0,0,3.23721,0.0196,4.175261,
8678691,,369.819993,0.9179,20.232,1599,0.046393,4.25,,42.1,,,0,0.04777,0.9376,,
9640924,,2.17815935,0.503,1.839,116.3,0.010175,1.22,13.60048,14.1,1227,0.0,0,2.01091,0.0344,4.1709375,
3558849,,160.850075,0.769,9.427,428.1,0.020695,3.41,11.704613,16.1,7,0.091,0,0.48871,0.6188,6.859706,
11151677,,0.720460644,1.272,1.7846,2111.5,0.323073,37.33,30.665737,117.2,1481,0.0,0,0.18326,0.0163,8.567645,
11037128,,3.7948721,1.168,1.713,305.1,0.185948,16.1,11.367813,11.3,300,0.0,0,0.06573,0.0455,3.3138597,
6587002,Kepler-196 d,122.0804953,0.957,4.054,799.9,0.034713,2.92,18.941614,23.3,7,0.106,0,0.94786,0.4484,8.821747,
5175024,,6.2614227,0.069,4.779,51.4,0.006608,0.81,8.224915,10.6,217,0.262,0,0.49242,0.0677,3.7734752,
10991114,,3.70386741,0.033,1.41,125.7,0.010182,0.86,10.74156,13.1,287,0.345,0,11.47205,0.0446,3.800895,
11969092,,0.638437699,0.904,0.3028,286.8,0.027548,2.48,10.45597,25.8,0,,0,22.97233,0.0141,3.6606073,
2570773,,1.8912851,1.216,6.182,1223.4,0.258518,19.96,17.580442,25.7,329,0.0,0,0.01599,0.027,3.4124224,
4945764,,19.8751355,0.919,8.041,109,0.011384,2.49,11.121983,15.2,68,0.027,0,0.02491,0.1658,3.853956,
6356885,,343.42046,0.3519,11.11,482.7,0.020371,2.15,,10.0,,,0,1.85495,0.9617,,
3542542,,3.47148164,0.719,4.679,122.7,0.010883,0.85,8.219182,9.5,382,0.0,0,0.10894,0.0415,5.717209,
11718389,Kepler-1956 b,5.94373492,0.197,1.847,301,0.015359,1.14,11.131982,13.2,226,0.004,0,7.87556,0.0563,3.685623,
11124703,,244.60373,0.2652,10.87,769.8,0.024937,2.1,,17.7,,,0,1.55718,0.7253,,
10329196,Kepler-1605 b,85.7567919,0.713,5.695,159.1,0.012371,2.99,12.739108,16.9,16,0.027,0,1.45222,0.3912,4.9191318,
10604592,Kepler-1957 b,2.18660188,0.828,1.585,122.3,0.011617,0.98,11.575606,14.2,611,0.308,0,0.93901,0.0299,3.5784023,
9834731,,7.2929891,0.022,4.053,72.5,0.0078,0.73,,7.1,,,0,0.94788,0.0723,,
9593773,,3.1339356,0.768,4.477,203.7,0.014258,1.58,17.98645,21.4,421,0.0,0,0.09349,0.0432,4.8003697,
9285568,Kepler-1575 b,2.55315031,0.32,1.849,185.3,0.012589,1.25,12.37913,15.4,448,0.0,0,3.03742,0.0366,3.3129413,
7604328,Kepler-1245 c,2.936587946,0.863,1.8952,279.6,0.017796,1.77,17.808668,20.1,455,0.15,0,0.59013,0.0372,4.2441893,
9514372,,145.786556,0.133,4.891,378,0.017576,1.82,12.051897,13.9,10,0.408,0,10.79183,0.525,5.7075152,
9777757,,1.33254212,0.662,3.848,37.4,0.005929,1.45,12.403124,10.6,1010,0.0,0,0.10678,0.0262,3.8478663,
7103919,Kepler-1950 b,10.7769944,0.069,2.616,185.6,0.012328,1.15,11.672962,11.3,122,0.567,0,5.23259,0.0871,3.997784,
3762750,,2.5093344,0.019,1.833,184.3,0.01249,1.47,7.6808605,8.4,409,0.031,0,3.58095,0.0377,2.8254185,
8645191,,0.918921494,0.011,0.9425,321,0.016414,1.49,9.612406,23.7,1458,0.0,0,9.80741,0.018,3.7754135,
10722485,Kepler-1588 b,7.84931877,0.107,3.747,68.2,0.007513,0.81,11.458898,12.6,174,0.529,0,1.26826,0.0726,3.4408143,
9717958,,67.7125988,1.8756,1.538,542.4,0.893389,82.63,14.630182,13.4,22,0.0,0,2.71639,0.3094,5.0709205,
8128067,,12.4285576,0.892,13.98,620.1,0.026996,2.22,13.047004,13.2,107,0.0,0,0.00565,0.0987,4.227421,
7703910,,1.275511306,0.011,1.889,69.3,0.007605,0.84,11.114742,10.3,527,0.0,0,1.6633,0.0229,3.7623117,
7777818,,5.78159956,0.66,2.222,72.8,0.008268,1.7,14.013821,16.4,230,0.0,0,1.9774,0.07,3.603645,
9851360,,8.4805019,0.972,8.345,164.9,0.015658,1.26,11.1211195,11.0,128,0.033,0,0.00407,0.0726,3.1545718,
9886361,,24.5607107,0.374,8.679,55.2,0.006883,1.13,8.323614,14.9,26,0.084,0,0.25918,0.1794,3.5529964,
6937529,Kepler-1597 b,2.94648935,0.01,3.155,57,0.006963,0.89,10.979312,12.7,455,0.04,0,0.816,0.0427,3.6764402,
9490653,,1.227986164,0.477,1.551,150.5,0.011491,1.17,13.674689,14.8,1093,0.0,0,2.01974,0.0214,3.8295746,
3328027,,2.11548883,0.505,4.008,169.5,0.012211,1.29,15.042333,17.6,618,0.0,0,0.19883,0.0329,3.6523411,
3644631,,358.96247,0.424,23.49,670.8,0.023964,2.37,7.556082,12.1,3,0.336,0,0.1891,0.9901,5.737195,
9640931,,2.17815196,0.32,2.445,245,0.014314,1.09,15.298426,17.9,617,0.0,0,1.13766,0.0302,3.7220445,
5125196,,342.315407,0.1974,12.476,719.7,0.024761,3.15,,13.3,,0.0,0,1.51179,1.0088,,
9640962,,1.089077224,0.206,2.705,152.7,0.011046,1,15.888233,18.7,1229,0.0,0,0.47772,0.0199,4.057946,
5097454,,1.288066288,1.378,6.4616,10082.6,0.499342,34.84,762.1595,230.7,890,,0,0.05449,0.0199,100.28707,
12737015,,24.6683831,0.751,8.556,109.2,0.010372,1.76,12.285067,15.3,53,0.286,0,0.10326,0.1786,4.043023,
3663141,,2.31894284,0.72,5.321,66.5,0.00801,0.87,8.5462675,13.6,317,,0,0.05437,0.0344,4.75814,
5177859,Kepler-1576 b,6.98472143,0.451,2.724,90.7,0.008855,1.19,10.99175,11.7,196,0.434,0,2.14824,0.0726,4.3036695,
8482059,,349.41047,0.2791,15.02,652.8,0.023379,2.41,,17.7,,0.0,0,0.82935,0.9902,,
4568117,,0.562563871,0.36,1.591,34.6,0.005506,0.69,12.025125,16.4,1904,0.0,0,1.07372,0.014,3.8302839,
10342248,,0.93373458,0.574,4.364,127.7,0.010647,0.93,12.076894,27.8,699,0.0,0,0.08201,0.018,3.4848468,
9777290,,1.33251948,0.402,3.733,233.7,0.01418,1.64,13.289248,17.7,652,0.0,0,0.19325,0.0236,3.446379,
8548427,,168.84663,0.1251,9.75,215.1,0.013345,1.45,,9.3,,0.002,0,1.56085,0.6188,,
9286088,,14.8162925,0.857,4.973,108.2,0.010848,1.57,11.339767,12.5,89,0.002,0,0.15843,0.1253,3.0066268,
6289344,,160.4122022,0.903,4.92,2538,0.056029,4.45,30.511448,24.4,5,0.0,0,1.85861,0.5375,22.708904,
6937529,,3.98167088,0.2076,3.609,44.7,0.006188,0.79,,10.3,,,0,0.68735,0.0522,,
9883606,Kepler-1598 b,4.34195312,0.118,2.598,73.3,0.007868,0.94,10.541721,10.6,304,0.152,0,2.10125,0.0527,4.193529,
5860968,Kepler-1599 b,122.358116,0.255,10.768,352.8,0.017273,2.15,11.05848,12.2,8,0.007,0,0.78973,0.4823,4.728606,
3645438,Kepler-1600 c,7.298142,0.411,3.024,370.5,0.017565,1.6,12.195742,13.6,155,0.589,0,1.80082,0.0689,3.5477622,
8480582,Kepler-1702 b,18.5010898,0.719,3.179,421.1,0.020176,1.62,11.85051,14.7,74,0.09,0,1.8466,0.1275,3.7543046,
5197233,,7.016016,0.89,3.8,169,0.013829,1.72,12.292724,6.3,153,0.0,0,0.12861,0.0753,4.226765,
10936786,,0.569961046,0.343,1.446,44.2,0.006148,1.04,14.651165,18.9,1872,0.0,0,1.45289,0.0135,4.2017593,
7119481,,42.068554,0.022,5.723,186.3,0.01251,1.32,8.380554,9.8,23,0.269,0,1.96417,0.24,3.5943112,
6938264,,1.121634781,0.409,1.155,71.5,0.007688,0.6,10.689971,14.8,1191,0.0,0,4.87072,0.0191,3.3974302,
9899315,,1.33256979,0.207,3.293,104.2,0.009388,0.97,15.633154,18.4,1010,0.0,0,0.32214,0.0239,3.569778,
9541089,,0.536650896,1.175,4.702,273.2,0.191796,18.45,13.106018,117.8,1996,,0,0.11213,0.0124,3.3486934,
3650049,,397.73699,0.883,11.76,1131.5,0.03635,3.05,13.715718,15.3,3,0.0,0,0.32855,0.9466,9.825207,
9641076,,2.17818699,0.553,2.686,115.8,0.010141,1.03,13.85082,15.4,617,0.004,0,0.59047,0.0312,3.6994982,
8741470,,6.23968392,0.679,0.668,155.9,0.012425,1.55,9.789279,9.0,215,0.011,0,74.86053,0.0654,3.3868103,
11125613,Kepler-1254 c,3.60082855,0.395,1.938,296.3,0.015617,1.36,14.516187,17.9,296,0.17,0,3.43025,0.0422,4.1658792,
10525049,Kepler-1948 b,15.5714121,0.312,2.294,173.5,0.011886,0.72,11.720894,13.0,82,0.447,0,9.70376,0.1022,4.1418934,
9896018,Kepler-1859 c,3.59645081,0.781,2.661,149.6,0.012319,1.66,12.747314,16.2,335,0.882,0,0.44132,0.0473,3.296124,
5095082,Kepler-1951 b,20.6579443,0.188,8.798,98.2,0.008937,1.27,11.361593,14.1,66,0.917,0,0.24955,0.1435,3.7425845,
12418891,,0.760941405,0.26,1.773,186.6,0.012468,1.18,12.128616,15.2,1757,0.016,0,1.14102,0.0162,3.4213204,
3839294,,137.665706,0.041,3.732,536.9,0.020465,15.41,8.06936,11.7,9,0.058,0,23.68565,0.6051,5.8748646,
7698701,,370.90237,0.0566,10.558,545.8,0.021312,1.97,,14.7,,,0,2.81856,0.9892,,
7698701,,321.55087,0.1608,5.863,397,0.018217,1.68,,8.2,,,0,13.67671,0.8994,,
2830919,,1.54038914,0.043,1.683,71.8,0.007768,0.84,9.395596,9.1,865,0.302,0,2.81301,0.0256,4.5214434,
9588822,,71.76236302,0.052,29.435,8591.9,0.083736,25.76,192.35223,1134.3,20,0.121,0,0.03015,0.3784,98.29144,
2997459,,16.3368863,0.066,3.597,225.9,0.013517,1.27,10.43654,12.1,81,0.0,0,3.06312,0.1186,5.167172,
8330207,,1.63668262,1.22,1.907,921.7,0.254701,103.99,11.87466,12.9,164,0.097,0,0.08429,0.0304,3.9227936,
5881813,,11.615625,0.977,2.233,191.2,0.017915,2.84,8.123982,8.8,112,0.147,0,0.21116,0.0981,3.1326132,
11560897,Kepler-430 c,110.978266,0.074,11.312,150.2,0.011132,1.86,10.778026,14.0,13,0.014,0,0.66317,0.4808,5.1826825,
10858737,,0.952378454,0.996,3.892,43.8,0.009744,1.46,12.791189,17.4,1396,0.0,0,0.02408,0.0203,3.6071575,
6752002,Kepler-1945 b,6.08003714,0.254,1.308,184,0.012218,1.07,14.505004,17.7,219,0.84,0,21.56713,0.0597,3.6509457,
7257966,Kepler-1946 b,3.035206175,0.965,0.6182,696.9,0.037643,3.59,14.005139,19.1,438,,0,6.04095,0.0394,3.1614304,
3644738,,358.96844,0.151,21.71,807.8,0.026105,2.7,10.44288,13.3,3,0.06,0,0.30926,0.9972,8.193184,
9406892,,2.21316437,0.672,3.874,116.1,0.010455,0.95,12.464282,27.9,608,0.0,0,0.15033,0.03,4.1598563,
9202434,,173.2578372,1.9038,2.027,687,0.924361,117.29,10.71093,13.5,8,0.436,0,3.88636,0.6528,6.486625,
8487645,,0.530967987,0.093,1.812,26.9,0.004833,1.08,18.400127,24.1,2527,0.004,0,0.83578,0.0163,4.351334,
10407482,Kepler-1577 b,6.30558387,0.601,2.619,193.1,0.013131,2.52,10.946526,9.5,185,0.575,0,1.61163,0.0657,3.395234,
5817613,,4.2058608,0.438,7.39,182,0.012481,1.14,13.517901,13.3,274,0.0,0,0.06991,0.0498,3.4989543,
7901016,,41.6757509,0.256,10.848,142,0.010904,2.1,13.568641,22.6,33,0.778,0,0.25759,0.2375,5.286088,
5385410,,11.49589567,0.295,2.256,108.3,0.00965,1.59,11.91882,13.2,118,0.0,0,7.60698,0.1037,3.277991,
