auc,acc,f1,precision,recall,fold
0.9497236339990075,0.8659254414650098,0.863059452237809,0.8706199460916442,0.8556291390728477,1.0
0.9388195834830673,0.8574231523871811,0.8550531914893617,0.8584779706275033,0.8516556291390729,2.0
0.9423883896061616,0.8645287958115183,0.863905325443787,0.8577023498694517,0.8701986754966887,3.0
0.9446791958820828,0.8651832460732984,0.8639365918097754,0.8605263157894737,0.8673740053050398,4.0
0.9390691505767689,0.8534031413612565,0.8496644295302014,0.8600543478260869,0.8395225464190982,5.0
0.9429359907094176,0.8612927554196528,0.859123798102187,0.861476186040832,0.8568759990865494,3.0
